,Player,Nation,Age,Squad,Comp,Rk,Min,Gls,Ast,xG,npxG,xA,GCA,Def_GCA,Drib_GCA,Fld_GCA,OG_GCA,PassDead_GCA,PassLive_GCA,Sh_GCA,SCA,Def_SCA,Drib_SCA,Fld_SCA,PassDead_SCA,PassLive_SCA,Sh_SCA,Blocks,Press,Succ_Press,Tkl,TklW,Int,Tkl+Int,Clr,Att_Pass,Cmp_Pass,TotPrgDist_Pass,#Prog_Pass,TotPrgDist_Carried,TotDist_Carried,Oppon_Drib,Att_Drib,Recep,Att_Recep,Live_Touches,played_two_leagues
462,Joris Chotard,FRA,17,Montpellier,Ligue 1,510,1251,0,0,0.3,0.3,0.4,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,1.0,0.0,19.0,1.0,16.0,287.0,91.0,34.0,21,16,50,17.0,556.0,429.0,2651.0,54.0,1221.0,2362.0,11.0,21.0,411.0,458.0,674.0,False
463,Hamza Choudhury,ENG,21,Leicester City, Premier League,511,893,1,1,0.5,0.5,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,1.0,20.0,192.0,62.0,20.0,13,18,38,18.0,494.0,428.0,1523.0,19.0,648.0,1570.0,7.0,13.0,403.0,429.0,599.0,False
464,Mounir Chouiar,FRA,20,Dijon,Ligue 1,512,1506,4,0,3.8,3.8,2.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,70.0,0.0,10.0,1.0,29.0,28.0,2.0,21.0,359.0,99.0,38.0,27,11,49,7.0,640.0,459.0,2611.0,54.0,3211.0,5297.0,79.0,112.0,553.0,687.0,768.0,False
465,Andreas Christensen,DEN,23,Chelsea, Premier League,513,1751,0,0,0.7,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,10.0,1.0,22.0,156.0,57.0,41.0,20,15,56,104.0,1258.0,1166.0,6431.0,47.0,3330.0,6115.0,2.0,2.0,1056.0,1068.0,1417.0,False
466,Samuel Chukwueze,NGA,20,Villarreal,La Liga,514,2020,3,2,3.6,3.6,3.3,14.0,0.0,3.0,3.0,0.0,0.0,7.0,1.0,99.0,3.0,13.0,11.0,0.0,69.0,3.0,29.0,347.0,97.0,18.0,15,9,27,8.0,750.0,553.0,2682.0,79.0,4990.0,7219.0,62.0,99.0,823.0,1106.0,1053.0,False
467,Ryan Bennett,ENG,29,Wolves / Leicester City, Premier League ,515,937,0,0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,6.0,0.0,18.0,96.0,22.0,9.0,5,9,18,60.0,460.0,359.0,3095.0,23.0,609.0,1206.0,0.0,0.0,312.0,324.0,528.0,False
468,Darko Churlinov,MKD,19,Köln,Bundesliga,515,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0,0,0,0.0,11.0,7.0,14.0,0.0,5.0,37.0,0.0,2.0,11.0,13.0,16.0,False
469,Churripi,ESP,25,Valladolid,La Liga,516,244,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1.0,99.0,35.0,1098.0,0.0,268.0,416.0,0.0,0.0,33.0,34.0,71.0,False
470,Luca Cigarini,ITA,33,Cagliari,Serie A,517,1598,0,4,0.3,0.3,3.0,9.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,63.0,1.0,1.0,1.0,22.0,38.0,0.0,43.0,256.0,80.0,37.0,26,19,56,40.0,1228.0,992.0,7200.0,108.0,1968.0,3627.0,11.0,12.0,892.0,941.0,1235.0,False
471,Per Ciljan Skjelbred,NOR,32,Hertha BSC,Bundesliga,518,1628,0,0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,1.0,0.0,0.0,1.0,15.0,0.0,23.0,336.0,113.0,49.0,31,22,71,26.0,712.0,597.0,3127.0,52.0,1957.0,3421.0,9.0,12.0,520.0,560.0,830.0,False
472,Jasper Cillessen,NED,30,Valencia,La Liga,519,2096,0,1,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0,0,0,1.0,759.0,474.0,9803.0,0.0,1117.0,1662.0,0.0,0.0,288.0,290.0,547.0,False
473,Thiago Cionek,POL,33,SPAL,Serie A,520,2169,0,1,0.4,0.4,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,29.0,0.0,0.0,1.0,3.0,24.0,1.0,49.0,378.0,104.0,65.0,33,23,88,106.0,1360.0,1029.0,7977.0,91.0,2867.0,5015.0,9.0,14.0,936.0,967.0,1418.0,False
474,Ibrahim Cisse,SEN,23,Angers,Ligue 1,521,60,0,0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,1.0,0,0,1,0.0,44.0,37.0,272.0,1.0,104.0,188.0,3.0,4.0,40.0,43.0,54.0,False
475,Yassine Benrahou,FRA,20,Bordeaux / Nîmes,Ligue 1 ,521,930,2,5,2.4,2.4,3.1,6.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,46.0,2.0,1.0,4.0,14.0,20.0,5.0,8.0,196.0,67.0,15.0,9,6,21,5.0,421.0,291.0,1523.0,21.0,1273.0,2489.0,23.0,42.0,389.0,518.0,508.0,False
476,Ibrahim Cisse,CIV,20,Nice,Ligue 1,522,50,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1,0,1,6.0,63.0,57.0,361.0,4.0,222.0,286.0,0.0,0.0,39.0,39.0,51.0,False
477,Andrea Cistana,ITA,22,Brescia,Serie A,523,1838,1,0,0.4,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,8.0,1.0,52.0,199.0,57.0,35.0,21,24,59,121.0,808.0,688.0,4464.0,32.0,2339.0,4093.0,4.0,6.0,593.0,608.0,1009.0,False
478,Ciaran Clark,IRL,29,Newcastle Utd, Premier League,524,1186,2,0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,122.0,44.0,22.0,12,14,36,98.0,322.0,253.0,2056.0,15.0,392.0,1071.0,5.0,7.0,207.0,223.0,471.0,False
479,Leon Clarke,ENG,34,Sheffield Utd, Premier League,525,35,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.0,0,0,0,2.0,7.0,5.0,7.0,0.0,4.0,5.0,0.0,0.0,8.0,14.0,11.0,False
480,Alexis Claude Maurice,FRA,21,Nice,Ligue 1,526,1629,1,1,3.0,3.0,0.8,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,56.0,2.0,11.0,6.0,3.0,32.0,2.0,22.0,350.0,87.0,30.0,18,12,42,7.0,600.0,504.0,1703.0,48.0,3547.0,5387.0,51.0,72.0,668.0,804.0,856.0,False
481,Christian Clemens,GER,27,Köln,Bundesliga,527,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,False
482,Oscar Clemente,ESP,20,Atlético Madrid,La Liga,528,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0,0,0,0.0,2.0,2.0,0.0,0.0,15.0,18.0,0.0,0.0,3.0,5.0,4.0,False
483,Yannis Clementia,FRA,22,Nice,Ligue 1,529,180,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,61.0,41.0,490.0,0.0,85.0,159.0,0.0,0.0,16.0,16.0,39.0,False
484,Denilho Cleonise,NED,17,Genoa,Serie A,530,47,0,0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,4.0,0.0,0,2,2,0.0,7.0,7.0,12.0,0.0,31.0,50.0,0.0,0.0,8.0,18.0,11.0,False
485,Carlos Clerc,ESP,27,Levante,La Liga,531,1848,0,2,0.2,0.2,1.9,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.0,1.0,0.0,1.0,5.0,16.0,0.0,48.0,256.0,75.0,37.0,19,17,54,69.0,968.0,709.0,5168.0,64.0,2554.0,4371.0,26.0,39.0,637.0,700.0,993.0,False
486,Tom Cleverley,ENG,29,Watford, Premier League,532,971,1,0,1.6,1.6,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,3.0,2.0,24.0,2.0,20.0,293.0,85.0,27.0,17,9,36,16.0,469.0,366.0,1970.0,45.0,588.0,1359.0,4.0,6.0,374.0,449.0,555.0,False
487,Conor Coady,ENG,26,Wolves, Premier League,533,3420,0,0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,37.0,205.0,69.0,41.0,22,24,65,164.0,1782.0,1531.0,14948.0,53.0,3163.0,6932.0,6.0,6.0,1352.0,1357.0,2012.0,False
488,Marcus Coco,FRA,23,Nantes,Ligue 1,534,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1,0,1,0.0,3.0,3.0,7.0,0.0,8.0,11.0,0.0,0.0,1.0,4.0,3.0,False
489,Renaud Cohade,FRA,34,Metz,Ligue 1,535,764,1,0,0.4,0.4,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,1.0,0.0,0.0,4.0,15.0,0.0,17.0,269.0,68.0,30.0,16,7,37,6.0,584.0,480.0,2018.0,46.0,1531.0,2933.0,5.0,9.0,487.0,543.0,635.0,False
490,Coke,ESP,32,Levante,La Liga,536,989,1,0,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,1.0,1.0,13.0,0.0,16.0,120.0,37.0,25.0,15,6,31,31.0,577.0,463.0,3653.0,41.0,1234.0,2250.0,17.0,27.0,397.0,440.0,592.0,False
491,Seamus Coleman,IRL,30,Everton, Premier League,537,1839,0,1,0.7,0.7,0.6,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,0.0,3.0,0.0,2.0,16.0,2.0,43.0,216.0,78.0,50.0,31,12,62,56.0,1058.0,813.0,6119.0,80.0,2805.0,5028.0,44.0,62.0,691.0,782.0,1089.0,False
492,Alex Collado,ESP,20,Barcelona,La Liga,538,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0,0,0,0.0,10.0,9.0,7.0,0.0,21.0,42.0,0.0,0.0,9.0,9.0,10.0,False
493,Ebrima Colley,GAM,19,Atalanta,Serie A,539,82,0,1,0.4,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,15.0,4.0,2.0,1,1,3,0.0,42.0,37.0,92.0,3.0,223.0,421.0,4.0,5.0,49.0,62.0,68.0,False
494,Omar Colley,GAM,26,Sampdoria,Serie A,540,2772,0,1,2.9,2.9,0.4,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,23.0,2.0,0.0,1.0,0.0,18.0,2.0,51.0,273.0,93.0,55.0,34,40,95,215.0,1324.0,1089.0,8935.0,92.0,3038.0,5675.0,6.0,6.0,940.0,959.0,1664.0,False
495,Jamilu Collins,NGA,24,Paderborn 07,Bundesliga,541,2668,1,2,1.7,1.0,1.4,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,49.0,0.0,3.0,2.0,5.0,37.0,2.0,100.0,434.0,144.0,78.0,41,40,118,97.0,1768.0,1346.0,10893.0,131.0,5713.0,9170.0,47.0,79.0,1177.0,1246.0,1864.0,False
496,Simone Colombi,ITA,28,Parma,Serie A,542,360,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,98.0,82.0,1148.0,0.0,53.0,101.0,0.0,0.0,31.0,32.0,66.0,False
497,Lorenzo Colombo,ITA,17,Milan,Serie A,543,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0,0,0,0.0,2.0,2.0,20.0,0.0,5.0,6.0,0.0,0.0,3.0,3.0,3.0,False
498,Racine Coly,SEN,23,Nice,Ligue 1,544,649,1,0,1.3,1.3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,1.0,1.0,8.0,2.0,9.0,129.0,48.0,19.0,9,6,25,22.0,540.0,466.0,2788.0,31.0,1182.0,2119.0,7.0,13.0,408.0,421.0,540.0,False
499,Kingsley Coman,FRA,23,Bayern Munich,Bundesliga,545,1505,4,3,4.2,4.2,3.9,10.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,76.0,1.0,8.0,4.0,0.0,61.0,2.0,17.0,287.0,92.0,23.0,15,2,25,4.0,797.0,611.0,2162.0,68.0,3982.0,6283.0,65.0,101.0,844.0,1057.0,1030.0,False
500,Daniel Congre,FRA,34,Montpellier,Ligue 1,546,1941,0,1,0.7,0.7,0.2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,8.0,3.0,29.0,207.0,65.0,33.0,23,29,62,96.0,900.0,755.0,6853.0,82.0,2173.0,3503.0,4.0,7.0,645.0,660.0,1069.0,False
501,Aaron Connolly,IRL,19,Brighton, Premier League,547,1258,3,1,3.2,3.2,0.3,5.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,25.0,3.0,3.0,9.0,0.0,7.0,3.0,8.0,234.0,69.0,12.0,8,5,17,1.0,163.0,126.0,242.0,10.0,947.0,1713.0,6.0,16.0,235.0,535.0,334.0,False
502,Andrea Consigli,ITA,32,Sassuolo,Serie A,548,2790,0,0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0.0,995.0,778.0,10908.0,0.0,1869.0,3104.0,2.0,3.0,487.0,487.0,797.0,False
503,Andrea Conti,ITA,25,Milan,Serie A,549,1725,0,2,0.0,0.0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,25.0,1.0,0.0,0.0,3.0,21.0,0.0,36.0,335.0,80.0,53.0,31,27,80,43.0,1060.0,888.0,6156.0,78.0,2349.0,4104.0,10.0,11.0,740.0,763.0,1067.0,False
504,Lewis Cook,ENG,22,Bournemouth, Premier League,550,1352,0,0,0.3,0.3,1.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,32.0,0.0,1.0,2.0,2.0,24.0,3.0,20.0,375.0,71.0,27.0,16,13,40,15.0,719.0,560.0,3293.0,65.0,1481.0,3350.0,36.0,43.0,590.0,654.0,844.0,False
505,Steve Cook,ENG,28,Bournemouth, Premier League,551,2428,1,0,0.7,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,5.0,0.0,47.0,164.0,55.0,22.0,13,19,41,222.0,1222.0,993.0,7506.0,56.0,2125.0,4498.0,4.0,4.0,891.0,923.0,1500.0,False
506,Francis Coquelin,FRA,28,Valencia,La Liga,552,1905,0,0,0.4,0.4,0.2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1.0,0.0,15.0,1.0,30.0,284.0,79.0,34.0,24,29,63,32.0,984.0,885.0,3670.0,59.0,1723.0,3737.0,21.0,29.0,810.0,859.0,1162.0,False
507,Gabriele Corbo,ITA,19,Bologna,Serie A,553,122,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,4.0,1.0,1,1,2,9.0,59.0,53.0,475.0,7.0,129.0,219.0,0.0,0.0,47.0,48.0,73.0,False
508,Sebastien Corchia,FRA,28,Espanyol,La Liga,554,269,0,0,0.1,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,3.0,6.0,0.0,12.0,17.0,5.0,2.0,0,2,4,6.0,186.0,149.0,969.0,17.0,438.0,733.0,6.0,10.0,159.0,175.0,198.0,False
509,Inigo Cordoba,ESP,22,Athletic Club,La Liga,555,1442,1,4,1.5,1.5,1.1,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,32.0,0.0,2.0,1.0,1.0,27.0,1.0,39.0,396.0,104.0,26.0,14,10,36,11.0,458.0,316.0,1230.0,25.0,1275.0,2334.0,18.0,32.0,442.0,605.0,645.0,False
510,Jhon Cordoba,COL,26,Köln,Bundesliga,556,1998,13,2,9.6,9.6,1.6,11.0,0.0,3.0,0.0,0.0,0.0,7.0,1.0,60.0,1.0,7.0,12.0,0.0,35.0,5.0,18.0,445.0,112.0,14.0,11,7,21,19.0,408.0,320.0,504.0,14.0,1109.0,2863.0,27.0,48.0,521.0,1059.0,693.0,False
511,Sergio Cordova,VEN,21,Augsburg,Bundesliga,557,367,2,1,1.8,1.8,0.8,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,0.0,0.0,4.0,0.0,3.0,157.0,24.0,4.0,3,1,5,3.0,76.0,54.0,181.0,6.0,313.0,503.0,3.0,5.0,81.0,158.0,117.0,False
512,Benjamin Corgnet,FRA,32,Strasbourg,Ligue 1,558,261,0,0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,49.0,9.0,4.0,3,1,5,2.0,80.0,45.0,269.0,8.0,182.0,310.0,2.0,5.0,76.0,111.0,99.0,False
513,Valon Berisha,KVX,26,Lazio / Düsseldorf,Serie A / Bundesliga,559,974,0,1,0.8,0.8,0.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,3.0,4.0,12.0,0.0,16.0,271.0,93.0,22.0,15,7,29,9.0,408.0,336.0,1144.0,28.0,626.0,1332.0,2.0,5.0,359.0,454.0,487.0,True
514,Jack Cork,ENG,30,Burnley, Premier League,559,2613,0,0,1.7,1.7,0.7,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,1.0,2.0,2.0,0.0,20.0,0.0,53.0,605.0,172.0,39.0,27,25,64,57.0,933.0,743.0,2770.0,61.0,1602.0,3866.0,26.0,35.0,670.0,788.0,1222.0,False
515,Andreas Cornelius,DEN,26,Parma,Serie A,560,1494,12,3,7.2,7.2,1.6,5.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,37.0,0.0,1.0,3.0,0.0,33.0,0.0,6.0,219.0,57.0,8.0,6,2,10,27.0,413.0,293.0,801.0,25.0,883.0,2256.0,20.0,31.0,487.0,833.0,629.0,False
516,Maxwel Cornet,CIV,22,Lyon,Ligue 1,561,1330,4,3,2.7,2.7,2.7,7.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,45.0,0.0,4.0,1.0,8.0,29.0,3.0,20.0,219.0,68.0,28.0,14,15,43,30.0,690.0,499.0,2855.0,50.0,2462.0,3895.0,23.0,33.0,570.0,721.0,800.0,False
517,Quentin Cornette,FRA,25,Amiens,Ligue 1,562,349,0,2,0.1,0.1,0.8,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,11.0,96.0,20.0,6.0,1,9,15,3.0,141.0,77.0,507.0,12.0,912.0,1211.0,11.0,21.0,144.0,198.0,202.0,False
518,Angel Correa,ARG,24,Atlético Madrid,La Liga,563,2061,5,6,6.6,6.6,4.1,10.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,65.0,1.0,6.0,3.0,0.0,51.0,4.0,39.0,410.0,123.0,23.0,15,12,35,20.0,603.0,454.0,1531.0,43.0,2197.0,3619.0,46.0,74.0,666.0,917.0,930.0,False
519,Joaquin Correa,ARG,24,Lazio,Serie A,564,2002,9,2,9.8,9.8,2.8,14.0,0.0,2.0,3.0,0.0,0.0,9.0,0.0,110.0,0.0,16.0,17.0,3.0,70.0,4.0,8.0,357.0,95.0,15.0,11,5,20,9.0,697.0,578.0,1719.0,62.0,3842.0,5949.0,60.0,82.0,808.0,1129.0,957.0,False
520,Rober Correa,ESP,26,Eibar,La Liga,565,929,0,0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,2.0,1.0,11.0,1.0,21.0,92.0,25.0,16.0,9,5,21,49.0,513.0,381.0,2947.0,42.0,778.0,1670.0,5.0,7.0,271.0,310.0,493.0,False
521,Thierry Correia,POR,20,Valencia,La Liga,566,259,0,0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,6.0,32.0,15.0,7.0,5,1,8,13.0,134.0,107.0,892.0,12.0,286.0,448.0,1.0,2.0,92.0,101.0,141.0,False
522,Antonio Cortes,ESP,19,Granada,La Liga,567,181,1,0,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,41.0,12.0,3.0,3,0,3,0.0,38.0,19.0,47.0,1.0,165.0,344.0,4.0,9.0,48.0,86.0,67.0,False
523,Angelo da Costa Junior,BRA,35,Bologna,Serie A,568,90,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,28.0,25.0,294.0,0.0,31.0,60.0,0.0,0.0,15.0,15.0,21.0,False
524,Danny da Costa,GER,26,Eint Frankfurt,Bundesliga,569,1389,1,4,1.3,1.3,3.7,10.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,40.0,1.0,4.0,1.0,2.0,31.0,1.0,27.0,230.0,68.0,32.0,21,11,43,40.0,626.0,408.0,3122.0,56.0,1299.0,2688.0,25.0,40.0,457.0,582.0,697.0,False
525,Diego Costa,ESP,30,Atlético Madrid,La Liga,570,1350,5,4,6.8,4.6,1.8,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,29.0,1.0,2.0,3.0,0.0,19.0,4.0,14.0,200.0,59.0,10.0,9,3,13,12.0,366.0,260.0,695.0,26.0,734.0,1766.0,16.0,27.0,411.0,749.0,517.0,False
526,Douglas Costa,BRA,28,Juventus,Serie A,571,802,1,4,1.1,1.1,3.3,7.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,52.0,1.0,5.0,1.0,6.0,39.0,0.0,10.0,114.0,25.0,5.0,5,6,11,3.0,490.0,392.0,1882.0,45.0,2429.0,3989.0,40.0,59.0,503.0,572.0,584.0,False
527,Jaume Costa,ESP,31,Valencia,La Liga,572,1389,0,1,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,1.0,15.0,0.0,37.0,149.0,39.0,26.0,18,8,34,64.0,818.0,672.0,4123.0,57.0,1724.0,3065.0,12.0,19.0,614.0,666.0,858.0,False
528,Nuno da Costa,CPV,28,Strasbourg,Ligue 1,573,527,1,0,1.6,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,11.0,1.0,12.0,130.0,31.0,11.0,6,5,16,3.0,152.0,97.0,304.0,10.0,326.0,857.0,21.0,28.0,184.0,292.0,253.0,False
529,David Costas,ESP,24,Celta Vigo,La Liga,574,338,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,9.0,7.0,4,7,14,19.0,198.0,182.0,1173.0,12.0,456.0,908.0,0.0,0.0,153.0,158.0,233.0,False
530,Benoit Costil,FRA,32,Bordeaux,Ligue 1,575,2520,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0,0,0,3.0,886.0,633.0,13057.0,0.0,914.0,1918.0,2.0,2.0,388.0,388.0,634.0,False
531,Kalifa Coulibaly,MLI,27,Nantes,Ligue 1,576,1616,4,0,5.1,5.1,0.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,0.0,2.0,0.0,0.0,24.0,1.0,10.0,252.0,68.0,11.0,7,7,18,29.0,336.0,199.0,518.0,19.0,848.0,1646.0,15.0,39.0,458.0,859.0,586.0,False
532,Senou Coulibaly,MLI,24,Dijon,Ligue 1,577,666,0,0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,16.0,80.0,20.0,12.0,5,12,24,53.0,383.0,322.0,2709.0,19.0,871.0,1592.0,0.0,0.0,314.0,320.0,473.0,False
533,Yoann Court,FRA,29,Brest,Ligue 1,578,1465,3,7,1.9,1.9,2.2,8.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,39.0,3.0,1.0,2.0,6.0,25.0,2.0,23.0,328.0,79.0,57.0,32,12,69,17.0,549.0,378.0,2059.0,51.0,1750.0,2865.0,16.0,27.0,510.0,685.0,726.0,False
534,Thibaut Courtois,BEL,27,Real Madrid,La Liga,579,3060,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,3.0,1084.0,849.0,10821.0,0.0,1408.0,3238.0,0.0,0.0,572.0,575.0,869.0,False
535,Philippe Coutinho,BRA,27,Bayern Munich,Bundesliga,580,1411,8,6,7.7,7.0,3.5,12.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,79.0,1.0,5.0,3.0,6.0,63.0,1.0,14.0,235.0,92.0,28.0,25,6,34,3.0,867.0,709.0,3627.0,116.0,2766.0,4940.0,49.0,69.0,856.0,1045.0,1012.0,False
