Player;Nation;Age;Squad;Comp;played_two_leagues;#Prog_Pass;Ast;Att_Drib;Att_Pass;Att_Recep;Blocks;Clr;Cmp_Pass;Def_GCA;Def_SCA;Drib_GCA;Drib_SCA;Fld_GCA;Fld_SCA;GCA;Gls;Int;Live_Touches;Marktvalue;Min;npxG;OG_GCA;Oppon_Drib;PassDead_SCA;PassLive_GCA;PassLive_SCA;Press;Recep;Rk;SCA;Sh_SCA;Succ_Press;Tkl;Tkl+Int;TklW;TotDist_Carried;TotPrgDist_Carried;TotPrgDist_Pass;xA;xG;PassDead_GCA;Sh_GCA
Dele Alli;ENG;23;Tottenham;Premier League;Falsch;65;4;63;805;1102;53;17;621;0;1;5;9;0;2;12;8;7;1076;64000000;1847;6.3;0;36;1;5;39;479;773;64;54;2;135;41;48;29;4583;2502;2384;2;7.1;0;2
Sergio Alvarez;ESP;27;Eibar;La Liga;Falsch;0;0;9;53;297;25;58;39;0;0;0;0;0;0;0;0;9;560;1600000;1147;0.2;0;6;0;0;0;265;278;69;0;0;80;37;46;20;1465;506;579;0.2;0.2;0;0
Adam Smith;ENG;28;Bournemouth;Premier League;Falsch;68;1;52;1061;798;56;53;845;0;0;0;1;0;2;1;0;23;1128;7000000;2055;0.6;0;30;0;1;16;406;738;2352;19;0;111;52;75;30;5938;3480;5077;1;0.6;0;0
Rafael Obrador;ESP;15;Mallorca;La Liga;Falsch;1;0;0;2;2;0;0;1;0;0;0;0;0;0;0;0;1;4;0;4;0;0;0;0;0;0;1;2;1820;0;0;0;0;1;0;31;19;14;0;0;0;0
Remi Oudin;FRA;22;Bordeaux / Reims;Ligue 1;Falsch;56;3;33;731;896;44;29;481;0;0;0;4;0;2;4;4;14;946;9000000;1959;4.5;0;25;0;4;34;337;673;3721;41;1;85;23;37;15;3531;1632;2347;3.5;4.5;0;0
Renaud Emond;BEL;27;Nantes;Ligue 1;Falsch;3;0;4;78;129;5;5;53;0;0;0;0;0;2;1;0;1;110;3500000;292;0.9;1;2;0;0;3;79;77;775;6;0;25;5;6;4;305;165;186;0;0.9;0;0
Simone Missiroli;ITA;33;SPAL;Serie A;Falsch;127;0;33;1462;1191;52;77;1240;0;1;0;0;2;3;3;1;37;1692;1200000;2798;1.2;0;26;1;0;33;420;1115;1674;40;2;87;52;89;28;6258;3104;6203;0.9;1.2;0;1
Jose Luis Palomino;ARG;29;Atalanta;Serie A;Falsch;59;1;6;1318;913;58;145;1148;0;0;0;0;0;0;2;2;33;1585;8000000;2480;2.4;0;4;0;2;15;507;899;1475;16;1;186;93;126;51;5317;2067;6752;1.2;2.4;0;0
Mauro Icardi;ARG;26;Paris S-G;Ligue 1;Falsch;16;2;9;178;387;10;10;149;0;0;2;3;1;2;9;12;3;261;60000000;1267;9.9;0;5;0;5;26;217;195;1140;32;1;56;6;9;4;731;301;534;2.6;9.9;0;1
Wes Morgan;JAM;35;Leicester City;Premier League;Falsch;8;0;2;238;197;6;30;220;0;0;0;1;0;0;0;0;2;284;1200000;436;0.1;0;2;0;0;4;30;194;1707;6;1;16;5;7;4;866;326;1033;0;0.1;0;0
Josip Ilicic;SVN;31;Atalanta;Serie A;Falsch;117;5;109;964;1310;19;6;773;0;2;3;8;3;10;22;15;7;1228;17500000;1663;9.2;1;69;8;11;93;328;1049;1150;133;11;87;28;35;21;7714;4469;3922;6.8;9.2;1;3
Louis Beyer;GER;19;M'Gladbach;Bundesliga;Falsch;0;0;1;41;32;4;7;33;0;0;0;0;0;1;0;0;1;53;;110;0;0;1;0;0;0;18;30;291;1;0;6;6;7;4;116;56;155;0;0;0;0
Daniel Carvajal;ESP;27;Real Madrid;La Liga;Falsch;157;5;57;2432;1976;71;36;2058;0;0;0;4;1;2;6;1;39;2428;40000000;2738;2.7;0;32;6;4;61;442;1865;460;74;1;132;70;109;53;8696;5122;12111;4.3;2.7;1;0
Daishawn Redan;NED;18;Hertha BSC;Bundesliga;Falsch;0;0;2;7;9;0;0;6;0;0;0;0;0;0;0;0;0;9;3600000;21;0.3;0;2;0;0;0;2;7;2078;0;0;0;0;0;0;52;37;14;0;0.3;0;0
Simon Francis;ENG;34;Bournemouth;Premier League;Falsch;27;0;7;544;410;29;91;425;0;0;0;1;0;0;1;0;7;655;800000;969;0.2;0;4;0;1;6;107;382;882;7;0;29;17;24;12;1861;747;3412;0.3;0.2;0;0
Eduard Lowen;GER;22;Augsburg / Hertha BSC;Bundesliga;Falsch;23;1;32;394;430;16;15;275;0;0;0;0;0;2;2;2;9;512;5500000;985;0.9;0;22;8;1;7;243;344;2929;17;0;61;23;32;16;1944;990;1460;0.8;0.9;1;0
Sebastian Rode;GER;28;Eint Frankfurt;Bundesliga;Falsch;111;3;21;1209;1038;36;15;1025;0;2;0;1;0;5;5;3;29;1363;4000000;1936;0.9;0;15;5;3;43;573;917;2131;57;1;163;65;94;41;5454;2918;4865;1.5;0.9;2;0
Nicolo Zaniolo;ITA;20;Roma;Serie A;Falsch;39;2;98;447;764;16;7;356;1;1;3;16;2;5;10;6;3;708;45000000;1503;3.9;0;67;1;4;39;295;559;2703;65;3;71;15;18;11;5622;3282;1393;3.2;3.9;0;0
Phil Jones;ENG;27;Manchester Utd;Premier League;Falsch;1;0;0;89;68;1;19;79;0;0;0;0;0;0;0;0;2;113;7000000;135;0.2;0;0;0;0;0;18;67;1204;0;0;9;4;6;2;435;262;398;0;0.2;0;0
Gabriel Dos Santos;BRA;21;Lille;Ligue 1;Falsch;93;0;7;1457;1189;40;139;1228;1;1;0;0;0;1;2;1;12;1675;;2087;0.9;0;6;1;1;11;184;1173;718;15;1;72;44;56;31;6435;3598;8971;0.1;0.9;0;0
Anaitz Arbilla;ESP;32;Eibar;La Liga;Falsch;83;0;6;1169;740;38;136;870;0;0;0;0;0;0;2;1;15;1266;1600000;2007;0.7;0;4;3;2;15;162;714;117;20;2;57;33;48;20;5486;2419;6949;0.1;0.7;0;0
Wilfried Singo;CIV;18;Torino;Serie A;Falsch;2;0;4;70;66;1;4;53;0;0;1;1;0;0;1;1;1;77;150000;132;0.2;0;4;0;0;4;11;59;2330;5;0;4;2;3;0;431;289;282;0.1;0.2;0;0
Alessandro Deiola;ITA;23;Cagliari / Lecce;Serie A;Falsch;21;1;14;297;268;15;20;224;0;1;0;0;0;1;1;1;6;375;950000;718;0.4;0;11;0;1;12;152;239;1283;14;0;45;19;25;12;1210;576;1011;0.3;0.4;0;0
Elvis Rexhbecaj;GER;21;Köln;Bundesliga;Falsch;25;3;11;233;263;13;9;168;0;1;0;1;0;0;8;0;4;307;4000000;623;1;0;7;2;6;13;142;204;2095;20;3;45;11;15;9;1279;719;1036;1.4;1;1;1
Matty James;ENG;28;Leicester City;Premier League;Falsch;1;0;0;6;6;0;0;6;0;0;0;0;0;0;0;0;0;6;1200000;6;0;0;0;0;0;0;2;6;1179;0;0;2;0;0;0;21;5;21;0;0;0;0
Kelechi Iheanacho;NGA;22;Leicester City;Premier League;Falsch;26;3;29;268;583;9;5;217;0;0;1;8;1;3;5;5;1;420;12000000;960;4.8;0;21;0;3;24;193;344;1146;39;4;56;6;7;5;1836;1056;629;2.4;4.8;0;0
Kieran Trippier;ENG;28;Atlético Madrid;La Liga;Falsch;126;4;21;1309;890;47;53;938;0;0;0;0;0;0;8;0;12;1169;28000000;1979;0.2;0;14;32;5;37;240;806;2539;69;0;73;49;61;28;3734;1950;8474;3.5;0.2;3;0
Pione Sisto;DEN;24;Celta Vigo;La Liga;Falsch;20;0;32;445;576;18;5;348;0;1;0;4;0;4;2;2;3;601;4800000;891;1.9;0;21;2;1;18;161;480;2337;29;0;51;18;21;10;3243;1557;1104;0.3;1.9;1;0
Mathieu Goncalves;FRA;18;Toulouse;Ligue 1;Falsch;6;0;1;141;107;8;14;109;0;0;0;0;0;0;1;0;1;168;900000;314;0;0;1;0;1;2;51;107;982;2;0;18;7;8;4;845;500;758;0;0;0;0
Denilho Cleonise;NED;17;Genoa;Serie A;Falsch;0;0;0;7;18;0;0;7;0;0;0;0;0;0;0;0;2;11;1000000;47;0.3;0;0;0;0;1;18;8;530;1;0;4;0;2;0;50;31;12;0;0.3;0;0
Kai Havertz;GER;20;Leverkusen;Bundesliga;Falsch;106;6;115;1416;2046;27;25;1207;0;1;1;9;0;6;14;12;2;1783;81000000;2454;8.3;0;64;1;13;97;335;1521;1064;118;4;103;26;28;20;8880;4736;3725;6.2;9.1;0;0
Mario Hermoso;ESP;24;Atlético Madrid;La Liga;Falsch;36;0;3;642;484;16;83;511;0;0;0;0;0;0;0;0;5;732;20000000;1217;0.7;0;3;0;0;7;90;471;1080;7;0;25;13;18;9;2152;1082;4763;0.1;0.7;0;0
Kasim Adams;GHA;24;Düsseldorf;Bundesliga;Falsch;34;0;13;509;412;30;63;414;0;0;0;0;0;0;2;1;14;638;3200000;999;0.8;0;11;0;1;5;117;402;1809;7;2;37;22;36;15;2455;1496;3353;0.2;0.8;0;1
Jaime Mata;ESP;30;Getafe;La Liga;Falsch;52;3;37;790;1632;23;18;508;0;1;2;7;1;8;9;11;4;1122;8000000;2747;6.3;0;23;0;5;50;455;876;1584;68;2;109;26;30;12;3007;1185;1795;2.5;9.3;0;1
Mario Gaspar;ESP;28;Villarreal;La Liga;Falsch;76;2;10;1092;832;49;86;867;0;0;0;0;0;1;3;0;15;1103;6000000;1962;0.9;0;4;2;2;26;277;733;929;31;2;80;41;56;20;2579;1428;6866;1.8;0.9;0;1
Alfred Gomis;SEN;25;Dijon;Ligue 1;Falsch;0;0;1;731;291;1;1;518;0;0;0;0;0;0;0;0;0;556;2400000;1619;0;0;1;0;0;4;6;291;980;4;0;0;0;0;0;1590;985;11479;0;0;0;0
Arnaud Souquet;FRA;27;Montpellier;Ligue 1;Falsch;86;0;48;1064;809;43;63;809;0;0;0;1;0;4;2;2;13;1090;4000000;2016;0.5;0;29;3;2;29;433;714;2378;38;1;111;57;70;28;4658;2725;5981;1.1;0.6;0;0
Pavao Pervan;AUT;31;Wolfsburg;Bundesliga;Falsch;0;0;0;267;120;0;1;180;0;0;0;0;0;0;0;0;1;210;650000;720;0;0;0;1;0;1;0;119;1960;2;0;0;0;1;0;623;307;3723;0;0;0;0
Mickael Le Bihan;FRA;29;Nice;Ligue 1;Falsch;1;1;0;23;43;0;2;18;0;0;0;0;0;0;1;0;0;30;725000;100;0.1;0;0;0;0;1;12;26;1381;2;1;3;0;0;0;86;15;12;0.2;0.1;0;1
Ben Mee;ENG;29;Burnley;Premier League;Falsch;53;1;7;1172;815;64;279;875;0;0;0;1;0;0;2;1;22;1553;8000000;2880;1.7;0;6;1;1;13;176;785;1621;21;6;56;35;57;16;3263;1328;7936;0.7;1.7;0;1
Josip Drmic;SUI;26;Norwich City;Premier League;Falsch;5;0;14;164;301;8;5;125;1;1;1;1;0;1;2;1;3;229;1600000;647;2.6;0;6;0;0;7;138;160;734;12;2;35;4;7;3;682;260;187;0.4;2.6;0;0
Jon Moncayola;ESP;21;Osasuna;La Liga;Falsch;40;0;16;656;493;40;33;504;0;1;0;1;0;1;1;1;7;799;2700000;1496;0.7;0;11;1;1;18;365;447;1686;22;0;101;55;62;31;1894;892;2567;0.3;0.7;0;0
Riyad Mahrez;ALG;28;Manchester City;Premier League;Falsch;120;9;93;1188;1367;38;7;1009;1;3;5;20;5;10;31;11;15;1401;48000000;1944;6.4;0;61;13;17;90;394;1154;1502;140;4;111;32;47;21;7916;4573;4416;8.8;7.2;2;1
Domingos Quina;POR;19;Watford;Premier League;Falsch;1;0;2;9;18;2;0;9;0;0;0;0;0;0;0;0;0;19;3200000;22;0;0;1;0;0;0;16;11;2037;0;0;3;1;1;0;96;52;21;0;0;0;0
Ruben Pena;ESP;28;Villarreal;La Liga;Falsch;85;2;50;1313;1034;51;60;1027;0;0;1;2;0;0;4;2;20;1360;6500000;1909;1.2;0;26;0;3;26;400;953;1933;29;1;111;48;68;32;5392;3168;7450;1.3;1.2;0;0
Rayan Philippe;FRA;18;Dijon;Ligue 1;Falsch;0;0;0;7;8;2;0;5;0;1;0;0;0;0;0;0;0;10;0;30;0;0;0;0;0;1;6;5;1970;2;0;0;1;1;1;36;16;6;0;0;0;0
Simone Iacoponi;ITA;32;Parma;Serie A;Falsch;58;0;11;1374;1082;59;170;1171;0;0;0;0;0;1;2;2;27;1605;1200000;3053;0.9;0;7;2;2;9;326;1058;1131;13;1;114;52;79;32;5881;3603;9058;0.3;0.9;0;0
Ramiro Funes Mori;ARG;28;Villarreal;La Liga;Falsch;11;0;1;270;212;8;20;224;0;0;0;0;0;0;0;0;3;303;4800000;453;0.1;0;1;0;0;3;34;208;897;4;1;11;4;7;1;1537;844;1484;0;0.1;0;0
Mike Maignan;FRA;23;Lille;Ligue 1;Falsch;0;0;0;762;285;0;0;491;0;0;0;0;0;0;0;0;0;530;17500000;2520;0;0;0;1;0;2;3;283;1506;3;0;2;0;0;0;2213;1331;12214;0;0;0;0
Adnan Januzaj;BEL;24;Real Sociedad;La Liga;Falsch;54;3;65;496;678;10;4;323;1;2;0;6;0;7;7;3;7;649;9500000;1167;1.4;0;38;9;3;27;174;545;1186;56;5;43;9;16;4;3902;2333;2051;2.5;1.4;1;2
Marcel Schmelzer;GER;31;Dortmund;Bundesliga;Falsch;6;1;0;52;43;0;2;41;0;0;0;0;0;0;1;1;1;53;1400000;66;0.6;0;0;0;1;2;13;37;2273;2;0;4;0;1;0;184;71;238;0.2;0.6;0;0
Kalidou Sidibe;FRA;20;Toulouse;Ligue 1;Falsch;3;0;1;48;34;0;0;40;0;0;0;0;0;0;0;0;0;51;2700000;91;0;0;1;0;0;2;14;33;2307;2;0;2;3;3;2;143;90;221;0;0;0;0
Roger Marti;ESP;28;Levante;La Liga;Falsch;37;1;26;448;1022;20;16;284;0;2;0;0;3;8;4;11;7;694;8000000;2267;7.3;0;13;0;1;31;451;514;1559;41;0;85;20;27;11;2216;1038;1224;2.7;10.4;0;0
Mexer;MOZ;30;Bordeaux;Ligue 1;Falsch;36;2;18;1091;864;25;68;893;0;0;0;0;0;0;2;0;12;1141;3200000;1488;0.5;0;11;0;2;9;87;841;1652;9;0;34;22;34;15;4085;1808;6327;0.3;0.5;0;0
Bastian Oczipka;GER;30;Schalke 04;Bundesliga;Falsch;141;5;70;1787;1288;55;88;1369;0;0;1;3;0;0;13;0;25;1731;3200000;3015;0.2;0;44;25;9;41;368;1190;1822;69;0;138;72;97;37;9663;5586;9673;2.9;0.2;3;0
Quentin Boisgard;FRA;22;Toulouse;Ligue 1;Falsch;22;1;54;507;533;15;8;401;0;2;0;6;0;3;3;1;15;650;1600000;1146;0.8;0;43;9;1;17;274;422;321;38;1;85;28;43;23;3216;1990;1758;1.5;0.8;2;0
Omar Marmoush;EGY;20;Wolfsburg;Bundesliga;Falsch;1;0;7;16;23;0;2;10;0;0;0;0;0;0;0;0;0;33;125000;81;0.1;0;1;0;0;1;19;19;1555;1;0;4;0;0;0;224;123;18;0;0.1;0;0
Bobby Adekanye;NED;20;Lazio;Serie A;Falsch;1;0;4;46;82;0;1;41;0;0;0;0;0;2;0;1;2;68;525000;188;1.7;0;4;0;0;3;60;50;15;6;1;10;4;6;3;410;241;68;0.1;1.7;0;0
Inigo Perez;ESP;31;Osasuna;La Liga;Falsch;53;1;10;598;494;16;8;444;0;0;0;0;0;0;4;2;10;628;475000;1082;1.1;0;9;10;3;20;192;437;1948;30;0;58;15;25;7;1614;802;2842;0.7;1.1;1;0
Youssef Ait Bennasser;MAR;23;Bordeaux;Ligue 1;Falsch;38;1;12;413;369;12;7;357;0;0;0;0;0;0;2;0;5;466;4800000;536;0;0;7;0;2;8;164;349;33;8;0;48;11;16;7;1357;678;1555;0.1;0;0;0
Luke Thomas;ENG;0;Leicester City;Premier League;Falsch;14;1;3;190;153;3;10;156;0;0;0;0;0;0;1;0;1;195;0;267;0;0;2;0;1;15;36;144;2478;15;0;8;4;5;3;601;321;824;0.9;0;0;0
Ruben Vezo;POR;25;Levante;La Liga;Falsch;65;0;6;1164;833;51;189;954;0;0;0;0;1;1;4;0;28;1416;4800000;2610;0.9;0;4;1;3;14;194;818;2601;18;2;64;51;79;26;4733;2176;8069;0.6;0.9;0;0
Martin Valjent;SVK;23;Mallorca;La Liga;Falsch;55;0;9;1207;824;80;173;1015;0;0;0;0;0;0;1;0;19;1450;2400000;3182;0.5;0;7;1;1;12;208;806;2567;14;1;62;34;53;21;6146;3101;7429;0.6;0.5;0;0
Yuri Berchiche;ESP;29;Athletic Club;La Liga;Falsch;180;1;71;1695;1356;75;69;1351;0;1;0;3;0;1;3;2;22;1769;16000000;2850;1.4;0;49;3;2;44;408;1202;270;56;4;135;50;72;31;8623;5042;10064;2.6;1.4;0;1
Sergio Rico;ESP;25;Paris S-G;Ligue 1;Falsch;0;0;1;49;20;0;0;38;0;0;0;0;0;0;0;0;0;38;8000000;180;0;0;1;0;0;0;0;20;2106;0;0;0;0;0;0;73;46;479;0;0;0;0
Lovre Kalinic;CRO;29;Toulouse;Ligue 1;Falsch;0;0;0;119;39;0;0;56;0;0;0;0;0;0;0;0;0;78;2800000;305;0;0;0;1;0;0;1;38;1234;1;0;0;0;0;0;314;206;1607;0;0;0;0
Cristian Tello;ESP;27;Betis;La Liga;Falsch;34;0;19;377;386;7;3;285;0;0;0;1;0;0;0;2;5;420;4800000;787;1.6;0;12;2;0;16;102;331;2460;20;1;28;10;15;7;2258;1436;1284;0.3;1.6;0;0
Rouwen Hennings;GER;31;Düsseldorf;Bundesliga;Falsch;36;0;35;619;1100;17;34;430;0;1;0;2;0;4;4;15;5;796;2000000;2459;6.3;0;23;0;4;41;499;590;1076;53;5;127;10;15;4;1912;685;1219;1.7;9.4;0;0
Etienne Capoue;FRA;31;Watford;Premier League;Falsch;118;3;44;1430;1053;53;70;1158;0;1;0;2;0;3;3;0;43;1671;5200000;2627;0.8;0;33;6;2;32;662;995;446;44;0;172;81;124;55;4354;1964;6424;3.1;0.8;1;0
Sebastien Haller;CIV;25;West Ham;Premier League;Falsch;45;1;38;766;1520;34;24;522;0;1;0;1;2;3;7;7;6;1029;36000000;2266;7.7;0;25;1;3;42;571;809;1053;52;4;126;21;27;17;2475;1152;1480;1.9;7.7;0;2
Jeffrey Bruma;NED;27;Wolfsburg / Mainz 05;Bundesliga;Falsch;30;0;4;602;435;31;126;529;0;0;0;0;0;0;0;0;10;791;3200000;1485;1.7;0;3;0;0;0;167;430;753;1;1;49;22;32;10;3287;1601;3537;0;1.7;0;0
Jose Fonte;POR;35;Lille;Ligue 1;Falsch;60;1;6;1418;1167;22;147;1254;0;0;0;0;0;0;1;1;16;1612;1200000;2205;1.9;0;6;0;1;9;124;1148;870;12;3;45;28;44;15;5527;2857;7506;0.6;1.9;0;0
Aitor Fernandez;ESP;28;Levante;La Liga;Falsch;0;0;0;1118;347;0;5;751;0;0;0;0;0;0;0;0;0;792;8000000;3240;0;0;0;1;0;3;7;345;841;4;0;3;0;0;0;2266;1604;15254;0.2;0;0;0
Max Thompson;ENG;17;Burnley;Premier League;Falsch;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2482;0;0;0;0;0;0;0;0;0;0;0;0;0
Kenneth Omeruo;NGA;25;Leganés;La Liga;Falsch;26;0;3;601;351;39;184;445;0;0;0;0;0;0;0;1;19;867;2400000;1874;0.5;0;3;1;0;6;141;343;1840;7;0;55;34;53;24;1544;579;3878;0.4;0.5;0;0
Vukasin Jovanovic;SRB;23;Bordeaux;Ligue 1;Falsch;23;1;2;452;371;10;25;403;1;1;0;0;0;0;2;0;8;505;2400000;573;0;0;2;0;1;5;67;368;1216;6;0;25;24;32;10;2176;1388;2883;0.4;0;0;0
Francisco Portillo;ESP;29;Getafe;La Liga;Falsch;24;2;11;167;193;5;4;120;0;0;0;0;1;2;3;0;3;208;2800000;376;0.3;0;9;0;2;12;96;149;2009;14;0;32;11;14;5;839;356;741;0.9;0.3;0;0
Ales Mateju;CZE;23;Brescia;Serie A;Falsch;79;1;19;1154;805;70;107;944;0;1;0;0;0;1;2;0;23;1296;1500000;2548;0.4;0;18;4;2;14;403;760;1586;20;0;109;51;74;29;5592;2760;7173;1;0.4;0;0
Tom Krauss;GER;18;RB Leipzig;Bundesliga;Falsch;0;0;0;5;4;1;0;5;0;0;0;0;0;0;0;0;0;7;300000;4;0;0;0;0;0;0;4;4;1323;0;0;3;1;1;1;1;0;36;0;0;0;0
Marcus Coco;FRA;23;Nantes;Ligue 1;Falsch;0;0;0;3;4;0;0;3;0;0;0;0;0;0;0;0;0;3;2400000;14;0;0;0;0;0;0;2;1;534;0;0;1;1;1;1;11;8;7;0;0;0;0
Jarrad Branthwaite;ENG;17;Everton;Premier League;Falsch;4;0;0;212;183;6;17;187;0;0;0;0;0;0;0;0;1;238;0;300;0;0;0;0;0;0;37;182;359;0;0;18;7;8;7;872;444;1303;0;0;0;0
Nick Woltemade;GER;17;Werder Bremen;Bundesliga;Falsch;1;0;6;21;51;1;2;17;0;0;0;0;0;0;0;0;0;44;325000;92;0;0;3;0;0;2;38;32;2677;2;0;12;1;1;1;247;132;43;0.1;0;0;0
Trezeguet;EGY;24;Aston Villa;Premier League;Falsch;33;1;75;445;855;41;17;295;0;3;0;5;1;4;2;6;17;752;8000000;1950;3.9;0;45;2;1;29;530;518;2535;47;4;129;42;59;28;4419;2751;1287;0.8;3.9;0;0
Patrik Schick;CZE;23;RB Leipzig;Bundesliga;Falsch;19;2;41;322;656;14;13;220;0;0;2;4;0;3;5;10;5;509;20000000;1298;6;0;24;0;3;25;243;404;2265;37;5;60;7;12;4;1435;683;534;3;6;0;0
Dominik Kohr;GER;25;Eint Frankfurt;Bundesliga;Falsch;81;3;32;787;732;47;19;634;0;1;1;3;0;3;5;0;18;974;6800000;1445;1.3;0;22;0;3;28;357;650;1290;40;5;125;58;76;39;3069;1619;2909;1.1;1.3;0;1
Yeray Alvarez;ESP;24;Athletic Club;La Liga;Falsch;84;0;13;1403;1037;58;264;1149;0;1;0;0;0;1;1;0;34;1754;24000000;2810;1.2;0;11;0;1;17;222;1021;70;19;0;79;39;73;25;6375;3552;8436;0.5;1.2;0;0
Mama Balde;GNB;23;Dijon;Ligue 1;Falsch;26;2;61;368;693;23;22;253;0;2;1;3;0;8;9;6;5;652;3200000;1676;5;0;38;0;6;27;372;433;2219;46;6;84;36;41;23;3226;1926;921;2.8;5;0;2
Valon Behrami;SUI;34;Genoa;Serie A;Falsch;30;0;7;440;367;35;17;369;0;1;0;0;0;3;0;0;9;557;475000;1107;0.2;0;7;0;0;7;357;345;232;11;0;100;36;45;26;1714;727;1579;0;0.2;0;0
Miralem Pjanic;BIH;29;Juventus;Serie A;Falsch;164;6;22;2014;1674;38;30;1767;0;3;0;1;1;3;10;3;27;2035;52000000;2277;1;1;16;22;5;66;384;1602;1993;97;1;109;46;73;26;5427;2615;10144;3.3;1;2;1
Jordan Ferri;FRA;27;Montpellier;Ligue 1;Falsch;77;0;33;740;693;13;13;603;0;0;0;2;0;3;0;0;11;849;2800000;1150;0.5;0;22;4;0;24;322;623;852;34;1;87;28;39;17;3886;2101;3325;0.8;0.5;0;0
Jonas Martin;FRA;29;Rennes / Strasbourg;Ligue 1;Falsch;20;0;3;271;219;6;4;239;0;0;0;0;0;0;0;0;1;283;2800000;360;0.1;0;3;1;0;5;67;208;3129;6;0;23;13;14;10;988;501;1041;0.5;0.9;0;0
Aymeric Laporte;FRA;25;Manchester City;Premier League;Falsch;78;0;2;1114;977;6;39;1041;0;0;0;0;0;0;0;1;14;1172;60000000;1097;0.3;0;2;0;0;7;62;960;1364;8;1;26;12;26;8;5964;4055;6784;0.1;0.3;0;0
Jose Luis Morales;ESP;32;Levante;La Liga;Falsch;62;2;104;700;1124;25;10;472;0;0;1;7;0;2;6;4;11;970;6500000;2519;4.7;0;58;2;4;51;354;754;1474;66;4;78;15;26;7;6251;3987;2243;4;4.7;0;1
Raul;ESP;18;Betis;La Liga;Falsch;0;0;1;7;16;0;0;4;0;0;0;0;0;0;0;0;0;7;;19;0;0;1;0;0;0;12;5;2073;0;0;1;0;0;0;14;5;5;0;0;0;0
Romain Del Castillo;FRA;23;Rennes;Ligue 1;Falsch;44;5;57;482;681;16;7;379;0;2;0;5;0;5;6;2;7;656;4800000;1242;1.6;0;40;0;6;32;348;497;643;46;2;81;25;32;19;3989;2487;1576;2.9;2.3;0;0
Omar Mascarell;ESP;26;Schalke 04;Bundesliga;Falsch;84;1;15;1279;963;54;67;1102;0;1;0;0;0;0;2;0;38;1487;11000000;2026;0.4;0;12;1;2;15;444;925;1578;17;0;140;66;104;41;5719;2314;5263;1;0.4;0;0
Antonin Barak;CZE;24;Udinese / Lecce;Serie A;Falsch;71;1;30;805;880;36;15;647;0;1;1;1;0;1;5;2;3;984;8000000;1563;3.3;0;19;1;4;43;385;741;373;48;1;97;28;31;19;5103;2961;2992;1.5;3.3;0;0
Espeto;BRA;22;SPAL;Serie A;Falsch;55;2;86;870;966;44;22;680;2;4;0;11;0;5;6;1;12;1148;;2110;2.3;0;55;1;2;42;562;810;787;69;6;141;67;79;39;5519;3246;3508;1.3;2.3;0;2
Marco Ballarini;ITA;18;Udinese;Serie A;Falsch;0;0;0;5;4;0;0;5;0;0;0;0;0;0;0;0;0;5;50000;1;0;0;0;0;0;0;1;4;178;0;0;0;0;0;0;32;26;35;0;0;0;0
Conor Coady;ENG;26;Wolves;Premier League;Falsch;53;0;6;1782;1357;37;164;1531;0;0;0;0;0;0;0;0;24;2012;14500000;3420;0;0;6;0;0;13;205;1352;533;13;0;69;41;65;22;6932;3163;14948;0.7;0;0;0
Gianluigi Buffon;ITA;41;Juventus;Serie A;Falsch;0;0;0;212;98;0;0;195;0;0;0;0;0;0;0;0;0;162;1000000;810;0;0;0;0;0;2;1;96;385;2;0;0;0;0;0;425;250;2506;0.2;0;0;0
Ante Rebic;CRO;25;Milan / Eint Frankfurt;Serie A / Bundesliga;Wahr;30;3;58;453;694;16;14;278;0;0;1;6;2;4;9;11;10;660;24000000;1485;6.8;0;37;0;3;47;345;509;4149;62;5;83;20;30;12;3386;2119;1183;3.1;6.8;0;3
Iago Falque;ESP;29;Torino / Genoa;Serie A;Falsch;31;1;25;377;407;12;2;299;0;1;0;1;0;0;1;2;1;424;6500000;621;1;0;17;2;1;16;74;340;1627;21;1;18;3;4;2;2733;1289;1106;1;3.3;0;0
Romulo;ITA;32;Brescia / Genoa;Serie A;Falsch;37;3;47;556;646;24;9;443;0;0;0;0;0;1;3;1;7;704;1600000;1743;2.1;0;31;4;3;31;348;495;4313;38;2;68;33;40;16;4268;2364;1523;1;2.1;0;0
Hector Bellerin;ESP;24;Arsenal;Premier League;Falsch;38;0;35;686;548;28;34;558;0;0;0;2;0;0;0;1;10;710;32000000;1158;0.5;0;21;0;0;11;183;500;241;14;1;46;23;33;16;2887;1810;2754;0.3;0.5;0;0
Bernd Leno;GER;27;Arsenal;Premier League;Falsch;0;0;2;990;444;0;2;742;0;0;0;0;0;0;0;0;0;768;28000000;2649;0;0;1;0;0;1;1;442;1402;1;0;0;0;0;0;1991;1044;9801;0;0;0;0
Federico Marigosu;ITA;18;Cagliari;Serie A;Falsch;0;0;0;15;21;0;0;8;0;0;0;0;0;1;0;0;0;18;250000;24;0;0;0;0;0;1;2;17;1550;2;0;0;0;0;0;92;40;62;0;0;0;0
Paulinho;ESP;22;Alavés;La Liga;Falsch;2;0;4;29;49;1;1;16;0;0;0;0;0;0;0;0;0;42;13500000;75;0;0;2;0;0;0;13;35;1906;0;0;7;1;1;1;200;114;69;0;0;0;0
