,user_account,text,created_at
1290,singhpal99,"RT @sustainme_in: https://t.co/Vw8gGNSACT
.
#sustainme
#LoveAlarm2 #modi_rojgar_दो #GeorgeFloyd #wavotes #WearAMask #mask #branding #TamilN…",2021-03-13 12:29:11
1291,NathRudrajyoti,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 12:29:02
1292,Ifyouneedmeblog,"RT @Ifyouneedmeblog: .@VDombrovskis @VSinkevicius @antoniocostapm: 

#SayNoEUMercosur!!!!!!!!!!!!!!!!!!! ☠️😱💔😭🤬😷 

#GoVegan #MeatTax #EndFa…",2021-03-13 12:28:38
1293,richards_dulce,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:28:02
1294,istartedajoke71,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:27:34
1295,bgtrpi,"RT @CevikusHB: My 103rd week on #ClimateStrike 🌎 Our 7th global climate strike is happening next Friday, on March 19. We'll be urging world…",2021-03-13 12:27:33
1296,Time94706926,RT @yakovbabat: Ist @#FridaysForFuture rechtsextremistisch? Unter  den hüpfenden jugendlichen gibt es so gut wie keine Migranten!,2021-03-13 12:26:37
1297,deadblurryface,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:23:16
1298,NguwarMyint,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 12:22:33
1299,Shatrinja,"RT @MathisBoente: @fridayforfuture fordert eine #CO2Steuer von 180€ pro Tonne. https://t.co/DVgaf5oCa3 

Die Ökonom*innen von @sciforfuture…",2021-03-13 12:21:50
1300,MikiMiyazaki13,RT @KVajpayaee: @MarciaBarrie @jensdad4biden @QuynhMontgomery @Malcolmdonaghy @lmakowski3 @Peatches66 @RosannaPhillip @LouGarza86 @DebJarvi…,2021-03-13 12:21:11
1301,MikiMiyazaki13,RT @KVajpayaee: @BryantHellan @GailHepburn @earthylisa @KATMORR98568982 @sevedabo @palomacreative @muse_mystery @priscilagural @faurecdev @…,2021-03-13 12:21:05
1302,ClimateDepot,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:21:04
1303,4WxH7nLtOfctRP4,"RT @MakichyanA: My 104 week.
@roscomnadzor is trying to slow down @Twitter in Russia but I have better idea - let’s slow down climate chang…",2021-03-13 12:20:43
1304,jesswagtail,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:20:38
1305,GreenNewDeal_EU,"RT @corpusalbus: Die CO²-Lüge in wenigen Worten enthüllt: 
 https://t.co/C4IEIQn820 
 __________ 
 #co2steuer #klimawandel #gretathunberg #…",2021-03-13 12:20:21
1306,kreuzritter2222,"#Deutschland
#BRD
#Gutmenschen
#Blauäugigkeit
#Naivität
#FridaysforFuture
#Klimaaktivisten
#Klimakatastrophe… https://t.co/4a4AvE08ax",2021-03-13 12:20:21
1307,GreenNewDeal_EU,RT @seb40891515: Droht Kandidat der #CDU #Marburg @dirk_bamberger am Ende des Videos (in den er u.a. Extension Rebellion als linksextrem ei…,2021-03-13 12:20:17
1308,GreenNewDeal_EU,RT @HBCUGreenFund: Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after par…,2021-03-13 12:20:15
1309,FranziskaPausch,"RT @MathisBoente: @fridayforfuture fordert eine #CO2Steuer von 180€ pro Tonne. https://t.co/DVgaf5oCa3 

Die Ökonom*innen von @sciforfuture…",2021-03-13 12:20:15
1310,GreenNewDeal_EU,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:20:13
1311,GreenNewDeal_EU,"RT @sustainme_in: https://t.co/Vw8gGNSACT
.
#sustainme
#LoveAlarm2 #modi_rojgar_दो #GeorgeFloyd #wavotes #WearAMask #mask #branding #TamilN…",2021-03-13 12:20:07
1312,MikiMiyazaki13,RT @KVajpayaee: @GailHepburn @earthylisa @KATMORR98568982 @sevedabo @palomacreative @muse_mystery @priscilagural @faurecdev @COccupants79 @…,2021-03-13 12:20:00
1313,ZawHtet23244942,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 12:19:58
1314,croissantreid,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:19:42
1315,ShivamS20500248,"RT @sustainme_in: https://t.co/Vw8gGNSACT
.
#sustainme
#LoveAlarm2 #modi_rojgar_दो #GeorgeFloyd #wavotes #WearAMask #mask #branding #TamilN…",2021-03-13 12:17:57
1316,KuriousOranjj,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:17:55
1317,jrobert_nl,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:17:22
1318,DoPGreenTeamUCL,RT @Fridays4future: Every action not taken against climate change is another disappointment to Earth’s citizens. We’re always tired but we…,2021-03-13 12:16:49
1319,Picturemobilee,"RT @Maurice_Conrad: Moin! Gemeinsam mit @jakobblasel war ich beim Klima Podcast des @RND_de zu Gast. Es geht um Wahlen, Erfahrungen in Bewe…",2021-03-13 12:16:30
1320,GauthierJCIDSE,"RT @JPvanYpersele: Yes, lockdown a year ago, but let’s also remember what happened two years ago, as the climate urgency has not disappeare…",2021-03-13 12:14:44
1321,EmBeck2015,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:14:38
1322,designmichael1,RT @sciforfuture: Als #Scientists4Future unterstützen wir weiterhin die Anliegen der protestierenden jungen Menschen von @FridayForFuture.…,2021-03-13 12:14:36
1323,DoPGreenTeamUCL,RT @Patsyip_: #FridaysForFuture climate strike week 79. On Gadigal land. Next week (March 19th) is the Global Climate Strike. I’m pretty su…,2021-03-13 12:13:07
1324,ivancolaco26,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:12:31
1325,masterprogram1,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:12:26
1326,DoPGreenTeamUCL,"RT @EarthKikashi: Blind evolution, desires of the virtual world, arrogant human society, speed of society ignoring the speed of nature
A ba…",2021-03-13 12:12:25
1327,kutubuddin215,"RT @Travis4Climate: #RT @GretaThunberg: RT @kutubuddin215: School strike week 67.
Our today's Demo Strike for the Global Day For Climate Ac…",2021-03-13 12:11:58
1328,HallanderEva,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 12:11:55
1329,corpusalbus,"Die CO²-Lüge in wenigen Worten enthüllt: 
 https://t.co/C4IEIQn820 
 __________ 
 #co2steuer #klimawandel… https://t.co/LntnLM15p1",2021-03-13 12:11:52
1330,kutubuddin215,"RT @RobHoenen: GretaThunberg: RT @kutubuddin215: School strike week 67.
Our today's Demo Strike for the Global Day For Climate Action (19th…",2021-03-13 12:11:27
1331,EmmanuelPERNOUD,"RT @JPvanYpersele: Yes, lockdown a year ago, but let’s also remember what happened two years ago, as the climate urgency has not disappeare…",2021-03-13 12:11:25
1332,seb40891515,Droht Kandidat der #CDU #Marburg @dirk_bamberger am Ende des Videos (in den er u.a. Extension Rebellion als linksex… https://t.co/v3H1Sz4LkP,2021-03-13 12:10:46
1333,MunishKumarVe17,"RT @sustainme_in: https://t.co/Vw8gGNSACT
.
#sustainme
#LoveAlarm2 #modi_rojgar_दो #GeorgeFloyd #wavotes #WearAMask #mask #branding #TamilN…",2021-03-13 12:10:01
1334,kreuzritter2222,"RT @kreuzritter2222: #Deutschland
#BRD
#dieGrünen
#Grüne
#Gutmenschen
#Blauäugigkeit
#Naivität
#FridaysforFuture
#Klimaaktivisten
#Klimakat…",2021-03-13 12:07:41
1335,Capt_Scarlett,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:07:16
1336,TonyStaples65,RT @Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participating in #…,2021-03-13 12:07:12
1337,HBCUGreenFund,Greenpeace: At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland afte… https://t.co/U56Gbsn6yU,2021-03-13 12:07:08
1338,ecofeminisme,"RT @f4f_barcelona: És una vergonya que, amb la responsabilitat històrica i global que té, la UE i els seus estats membres facin tan poc. Pe…",2021-03-13 12:07:02
1339,jrobert_nl,"RT @saoi4climate: #FridaysForFuture week 114 in Cork, Ireland. The climate crisis hasn’t gone anywhere and neither have we. #NoMoreEmptyPro…",2021-03-13 12:06:10
1340,Greenpeace,At least 5 climate activists are reportedly being accused of breaking Environmental law in #Poland after participat… https://t.co/waZRVyV35q,2021-03-13 12:05:05
1341,kreuzritter2222,"RT @kreuzritter2222: #Deutschland
#BRD
#Gutmenschen
#Blauäugigkeit
#Naivität
#FridaysforFuture
#Klimaaktivisten
#Klimakatastrophe
#Ökowahn…",2021-03-13 12:04:52
1342,kreuzritter2222,"RT @kreuzritter2222: #Deutschland
#BRD
#Gutmenschen
#Blauäugigkeit
#Naivität
#FridaysforFuture
#Klimaaktivisten
#Klimakatastrophe
#Ökowahn…",2021-03-13 12:04:46
1343,kreuzritter2222,"RT @kreuzritter2222: #Deutschland
#BRD
#Gutmenschen
#Blauäugigkeit
#Naivität
#FridaysforFuture
#Klimaaktivisten
#Klimakatastrophe
#Ökowahn…",2021-03-13 12:04:43
1344,jrobert_nl,"RT @TomsTweeters: #ClimateStrikeOnline #DigitalStrike for #FridaysForFuture 
Continueing to demand global leadership to not just listen to…",2021-03-13 12:04:39
1345,EnergyCynic,"RT @tan123: ""Major Survey Shocks: German Youth Rejecting Need For Radical Behavior Change To Fight ‘Climate Crisis’..Only 26% say we should…",2021-03-13 12:03:52
1346,kreuzritter2222,"RT @kreuzritter2222: #Deutschland
#BRD
#Gutmenschen
#Blauäugigkeit
#Naivität
#FridaysforFuture
#Klimaaktivisten
#Klimakatastrophe
#Ökowahn…",2021-03-13 12:03:44
1347,kreuzritter2222,"RT @kreuzritter2222: #Deutschland
#BRD
#Gutmenschen
#Blauäugigkeit
#Naivität
#FridaysforFuture
#Klimaaktivisten
#Klimakatastrophe
#Ökowahn…",2021-03-13 12:03:32
1348,amanirzfoad,"RT @FFF_Bangladesh: Our climate activists is now striking for climate from Jashore, Bangladesh. 

@GretaThunberg @Fridays4future 
#FridaysF…",2021-03-13 12:03:21
1349,sustainme_in,"https://t.co/Vw8gGNSACT
.
#sustainme
#LoveAlarm2 #modi_rojgar_दो #GeorgeFloyd #wavotes #WearAMask #mask #branding… https://t.co/c3CvVDXiYJ",2021-03-13 12:02:47
1350,OurFutureBot,RT @locavoresco: #Edmonton  Ab direct sale from farm https://t.co/r8LtBFD42u #localfood #FridaysForFuture,2021-03-13 12:02:24
1351,OurFutureBot,"RT @sustainme_in: Shop #sustainmefacemask ⬇️
https://t.co/kb54sbUr18
.
https://t.co/iaNy2nTQFM
.
#BlackOwned
#ad
#BlackOwnedBusiness
#5Hour…",2021-03-13 12:01:43
1352,btsxhaz,"RT @solo_syn_: School strike week 118.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.co/b…",2021-03-13 12:01:40
1353,OurFutureBot,"RT @solo_syn_: School strike week 118.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.co/b…",2021-03-13 12:01:23
1354,OurFutureBot,RT @CastroLeha: @Antoniofb_ @Espanholimetro @Khrn90453171 @ViolannaK @LOtaku08 @Ana17901198 @SafaKaram9 @divergente81 @kareem_carr @CNRS @I…,2021-03-13 12:00:22
1355,OurFutureBot,"RT @BorisMinnaert: Op straat voor het klimaat
#ClimateCrisis #FridaysForFuture #Klimaatalarm https://t.co/OZgMUR1iHc",2021-03-13 12:00:02
1356,BorisMinnaert,"Op straat voor het klimaat
#ClimateCrisis #FridaysForFuture #Klimaatalarm https://t.co/OZgMUR1iHc",2021-03-13 11:59:30
1357,Carlos80903237,RT @CastroLeha: @Antoniofb_ @Espanholimetro @Khrn90453171 @ViolannaK @LOtaku08 @Ana17901198 @SafaKaram9 @divergente81 @kareem_carr @CNRS @I…,2021-03-13 11:59:30
1358,jrobert_nl,"RT @solo_syn_: School strike week 118.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.co/b…",2021-03-13 11:59:06
1359,sustainme_in,"RT @sustainme_in: Shop #sustainmefacemask ⬇️
https://t.co/kb54sbUr18
.
https://t.co/iaNy2nTQFM
.
#BlackOwned
#ad
#BlackOwnedBusiness
#5Hour…",2021-03-13 11:59:00
1360,locavoresco,#Edmonton  Ab direct sale from farm https://t.co/r8LtBFD42u #localfood #FridaysForFuture,2021-03-13 11:58:56
1361,ForgaardKim1,"RT @CevikusHB: My 103rd week on #ClimateStrike 🌎 Our 7th global climate strike is happening next Friday, on March 19. We'll be urging world…",2021-03-13 11:57:01
1362,altermundo,"RT @fff_vigo: #Aviso : o próximo día #19M, imos realizar unha conecntración no Parque de Castrelos, ás 12:00, usando o lema #NonMásPromesas…",2021-03-13 11:56:12
1363,EarthKikashi,"Blind evolution, desires of the virtual world, arrogant human society, speed of society ignoring the speed of natur… https://t.co/ifHN4exYpe",2021-03-13 11:56:00
1364,hjeichler,"RT @NamugerwaLeah: #schoolstrike4climate week 109. Next week we're getting on the streets. #NoMoreEmptyPromises
 #SaveBugomaForest 
#Friday…",2021-03-13 11:54:18
1365,hjeichler,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:53:42
1366,thanda_well,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 11:53:23
1367,Susij13,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:53:19
1368,DeTottel,"Sehr schöne Grafiken des @DWD_klima zu THG Emissionen:
https://t.co/pBpXTmNO2i
Ich finde die Entwicklungen sehr ala… https://t.co/SJ8SdcZv0o",2021-03-13 11:53:04
1369,sustainme_in,"Shop #sustainmefacemask ⬇️
https://t.co/kb54sbUr18
.
https://t.co/iaNy2nTQFM
.
#BlackOwned
#ad
#BlackOwnedBusiness… https://t.co/OuYfLznGwC",2021-03-13 11:51:21
1370,Miro_Becker,"Darf ein FDP-Kandidat #FridaysForFuture ""verärgern""? 
Na klar ✅ was denn sonst.",2021-03-13 11:46:36
1371,KerstenLewerenz,"RT @FFF_Berlin: Noch acht Tage🥳, ABER: so doof es ist, dieser Streik wird wieder anders. 

Am 19.3.
👉12 Uhr, Livestream einschalten! https:…",2021-03-13 11:46:14
1372,ShinySpinda_,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 11:43:57
1373,CastroLeha,RT @CastroLeha: @Antoniofb_ @Espanholimetro @Khrn90453171 @ViolannaK @LOtaku08 @Ana17901198 @SafaKaram9 @divergente81 @kareem_carr @CNRS @I…,2021-03-13 11:43:02
1374,Espanholimetro,RT @CastroLeha: @Antoniofb_ @Espanholimetro @Khrn90453171 @ViolannaK @LOtaku08 @Ana17901198 @SafaKaram9 @divergente81 @kareem_carr @CNRS @I…,2021-03-13 11:43:00
1375,MrProverbe,RT @CastroLeha: @Antoniofb_ @Espanholimetro @Khrn90453171 @ViolannaK @LOtaku08 @Ana17901198 @SafaKaram9 @divergente81 @kareem_carr @CNRS @I…,2021-03-13 11:43:00
1376,CastroLeha,@Antoniofb_ @Espanholimetro @Khrn90453171 @ViolannaK @LOtaku08 @Ana17901198 @SafaKaram9 @divergente81 @kareem_carr… https://t.co/XJ4VVWP7Gc,2021-03-13 11:42:54
1377,ZigBanks,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:42:52
1378,Kl_Stone,"@yakovbabat Eine sehr dumme Frage. 

Nein, Rechtsextremisten haben bei #FridaysForFuture nix zu suchen. 

Würde eh… https://t.co/xn399gP7iq",2021-03-13 11:40:58
1379,jrobert_nl,"RT @e_thunter: Another week of #FridaysForFuture #ClimateStrike #ClimateStrikeOnline
Day 375 of #SaveCongoRainforest

Been back at school t…",2021-03-13 11:40:56
1380,marishadolly,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:40:26
1381,NiceBastard,Klima-Special in tz und Merkur dieses Wochenende #FridaysForFuture #allefuer1komma5 @fff_muc https://t.co/B5et8mFcpH,2021-03-13 11:40:20
1382,Iamthebestpersn,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 11:40:15
1383,Educators4F,"👉Morgen sind Klima-Wahlen in BaWü, RLP u Hessen !👈
Wahl-Check, Infos:
https://t.co/1JzNv9req4… https://t.co/58Os4JdW1z",2021-03-13 11:39:46
1384,victimadvoc8,RT @climatemessages: CLIMATE CHANGE IS SET TO BECOME MANKIND'S BIGGEST EVER SETBACK. #FaceTheClimateEmergency #ClimateAction #FridaysForFut…,2021-03-13 11:38:23
1385,rspect_4nature,RT @AnnaKernahan: Climate strike week 80. Next Friday is the global day of action and everyone is needed! Go to @fffnireland to participate…,2021-03-13 11:38:07
1386,mariselja,"RT @FridayForFuture: In 14 Tagen stehen wir #AlleFür1Komma5. So könnt ihr teilnehmen:

1⃣ Sucht auf der Streikkarte eure Ortsgruppe &amp; die I…",2021-03-13 11:38:01
1387,Gracey_72,"RT @saoi4climate: #FridaysForFuture week 114 in Cork, Ireland. The climate crisis hasn’t gone anywhere and neither have we. #NoMoreEmptyPro…",2021-03-13 11:34:49
1388,TaiChi_John,RT @TaiChi_John: Many thousands of intelligent young people from around the world are fighting for a world which they can live in.  - #Clim…,2021-03-13 11:34:44
1389,JPvanYpersele,"Yes, lockdown a year ago, but let’s also remember what happened two years ago, as the climate urgency has not disap… https://t.co/ZY6fhbJKrL",2021-03-13 11:32:50
1390,P4L3R1D3R,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:32:31
1391,CerarJure,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:32:30
1392,hoett_albert,RT @FridayForFuture: Überall laufen die Vorbereitungen für den globalen Klimastreik nächsten Freitag auf Hochtouren! Wir streiken #AlleFür1…,2021-03-13 11:31:05
1393,yakovbabat,Ist @#FridaysForFuture rechtsextremistisch? Unter  den hüpfenden jugendlichen gibt es so gut wie keine Migranten!,2021-03-13 11:30:00
1394,GretaT20,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:28:57
1395,KatSimkhovitch,RT @Gjallarhornet: #GretaThunberg @GretaThunberg #Sweden #FridaysForFuture #ClimateStrike #ClimateChange #ClimateCrisis https://t.co/tRIhCf…,2021-03-13 11:28:04
1396,vhache,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:27:16
1397,WZhuleku,"RT @AaravSeth_: Week 35th #ClimateStrike🌍 in #India🇮🇳
#ClimateChange is the biggest threat to our existence.
We don't have any time to sit…",2021-03-13 11:27:16
1398,EnviroPhysio,RT @physiot39280639: On March 19th we join the global action on climate change supporting #FridaysForFuture and advocate for physiotherapy…,2021-03-13 11:27:09
1399,filipmaricpt,RT @physiot39280639: On March 19th we join the global action on climate change supporting #FridaysForFuture and advocate for physiotherapy…,2021-03-13 11:26:59
1400,CerarJure,"RT @iAmPratik221: Week 2 #fridaysforfuture
#digitalstrikeforclimate 
#digitalstrike #digitalstrikepune
#climatestrikeonline
@FFFIndia @pune…",2021-03-13 11:26:37
1401,Kl_Stone,"@Marlhog1 @CarlosKreidel @Luisamneubauer @David_Koebel 2/x

...Und nein, Transmutation heißt jede Verwandlung eines… https://t.co/x5MO6dLg2J",2021-03-13 11:25:53
1402,dorobuk,"RT @eve_chantel: School strike 4 Climate
#FridaysForFuture
#FaceTheClimateEmergency
#ClimateStrikeOnline
#RiseUpMovement https://t.co/9rxkA…",2021-03-13 11:25:49
1403,javitoledano_08,RT @patienceNabz: #schoolstrike4climate week 51 #ClimateStrikeOnline As a land locked county on the equator uganda is particularly prone to…,2021-03-13 11:25:40
1404,ddelich,RT @arikring: @Hazloe3 @ProfStrachan @ECOWARRIORSS @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_jodi…,2021-03-13 11:24:26
1405,ddelich,RT @arikring: @Hazloe3 @ProfStrachan @ECOWARRIORSS @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_jodi…,2021-03-13 11:23:53
1406,Gurvind39602727,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:23:12
1407,Kl_Stone,"@Marlhog1 @CarlosKreidel @Luisamneubauer @David_Koebel Das Prinzip, daß in diesem Auschnitt beschrieben wird, ist g… https://t.co/Ju0OTqcv9A",2021-03-13 11:23:04
1408,Marko_palany,RT @Patsyip_: #FridaysForFuture climate strike week 79. On Gadigal land. Next week (March 19th) is the Global Climate Strike. I’m pretty su…,2021-03-13 11:22:37
1409,ZinMarT74896181,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 11:21:39
1410,CastroLeha,RT @CastroLeha: #gay #inteligenciaemocional #scientist #gayespaña #gayfrance #vivaespaña #phdlife #proverbe #notimetowaste #fridaysforfutur…,2021-03-13 11:20:30
1411,zubairu_hafsat,"RT @Connect4Climate: School strike week 134 for @GretaThunberg 💚

#climatestrikeonline #fridaysforfuture #schoolstrike4climate #FaceTheClim…",2021-03-13 11:20:30
1412,GreenNewDeal_EU,"RT @meiklwagner: 1-2-3 - Gloria Estefan &amp; Miami Sound Machine, LIVE, 1988, Epic Records.
On YouTube: https://t.co/8pawipJmCJ

#FridaysForFu…",2021-03-13 11:20:24
1413,GreenNewDeal_EU,"RT @EarthKikashi: #FridaysForFuture
#Climatejustice　　#気候正義
#Climatechange
#ClimateEmergency #ClimateCrisis #気候緊急事態 #気候危機
#環境破壊
#biodiversit…",2021-03-13 11:20:18
1414,Espanholimetro,RT @CastroLeha: #gay #inteligenciaemocional #scientist #gayespaña #gayfrance #vivaespaña #phdlife #proverbe #notimetowaste #fridaysforfutur…,2021-03-13 11:20:17
1415,CastroLeha,#gay #inteligenciaemocional #scientist #gayespaña #gayfrance #vivaespaña #phdlife #proverbe #notimetowaste… https://t.co/kue150VCA4,2021-03-13 11:20:12
1416,GreenNewDeal_EU,RT @capitalismkills: Für die Voraussage des Wahlerfolges neuer Parteien eignen sich die Instrumentarien der Meinungsforschunginstitute meis…,2021-03-13 11:20:04
1417,GreenNewDeal_EU,"RT @rotefahnenews: Umwelt: Plakate zum Fridays-for-Future-Aktionstag 

#FridaysForFuture #NoMoreEmptyPromises #SystemChangeNotClimateChange…",2021-03-13 11:20:00
1418,BSuhic,RT @arikring: @Hazloe3 @ProfStrachan @ECOWARRIORSS @ChristineMilne @ristori20 @mzjacobson @charluv2011 @BSuhic @NJdoc @ddelich @elder_jodi…,2021-03-13 11:19:54
1419,SWillow83101698,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:19:05
1420,SatAungNaing5,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 11:18:43
1421,unix613,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:17:31
1422,Marktzyniker,"@Tagesspiegel Und nun?
#Co2Steuer auf #Hunde &amp; #Katzen nach Gewicht?
Hunde und #Katzen für den ""#Klimaschutz"" alles… https://t.co/mZ8gZ1JOoJ",2021-03-13 11:17:23
1423,CornelsSelke,"RT @Kl_Stone: Nettostromerzeugung in D. am gestrigen 12.03.2021

Gesamt 1,711 TWh

Erneuerbar (Wind, Sonne, Biomasse, Wasser): 75,1%
Fossil…",2021-03-13 11:17:16
1424,KerEisen,"RT @LinksfraktionSt: „Wir wären nicht #dielinke, wenn wir hier nicht betonen würden, das Klimaschutz mit sozialer Gerechtigkeit Hand in Han…",2021-03-13 11:17:07
1425,meiklwagner,"1-2-3 - Gloria Estefan &amp; Miami Sound Machine, LIVE, 1988, Epic Records.
On YouTube: https://t.co/8pawipJmCJ… https://t.co/QYIe5FoIEF",2021-03-13 11:16:11
1426,EarthKikashi,"#FridaysForFuture
#Climatejustice　　#気候正義
#Climatechange
#ClimateEmergency #ClimateCrisis #気候緊急事態 #気候危機
#環境破壊… https://t.co/rHEnQKagIv",2021-03-13 11:14:20
1427,Mickeu64,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:14:11
1428,Nyanlwinoo5,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 11:12:25
1429,ReetKau69652506,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:11:56
1430,Qualifikator,"RT @rotefahnenews: Umwelt: Plakate zum Fridays-for-Future-Aktionstag 

#FridaysForFuture #NoMoreEmptyPromises #SystemChangeNotClimateChange…",2021-03-13 11:11:30
1431,dauni,RT @capitalismkills: Für die Voraussage des Wahlerfolges neuer Parteien eignen sich die Instrumentarien der Meinungsforschunginstitute meis…,2021-03-13 11:11:06
1432,wavetop,"RT @CevikusHB: My 103rd week on #ClimateStrike 🌎 Our 7th global climate strike is happening next Friday, on March 19. We'll be urging world…",2021-03-13 11:10:03
1433,AlexSmi76715359,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:09:53
1434,Lwinmyo63,"RT @YourAnonCentral: The Great Green Wall of trees will span 5,000 miles (8000 kilometers), create 10 million jobs along the way, and be th…",2021-03-13 11:09:47
1435,GoSmedjan,"RT @MakichyanA: My 104 week.
@roscomnadzor is trying to slow down @Twitter in Russia but I have better idea - let’s slow down climate chang…",2021-03-13 11:08:02
1436,anders83strand,"RT @GretaThunberg: School strike week 134.
#climatestrikeonline
#fridaysforfuture #schoolstrike4climate #FaceTheClimateEmergency https://t.…",2021-03-13 11:07:51
