Player,Nation,Age,Squad,Comp,played_two_leagues,#Prog_Pass,Ast,Att_Drib,Att_Pass,Att_Recep,Blocks,Clr,Cmp_Pass,Def_GCA,Def_SCA,Drib_GCA,Drib_SCA,F1,Fld_GCA,Fld_SCA,GCA,Gls,Int,Live_Touches,Marktvalue,Min,npxG,OG_GCA,Oppon_Drib,PassDead,PassDead_SCA,PassLive_GCA,PassLive_SCA,Press,Recep,Rk,SCA,Sh_SCA,Sh_SCA.1,Succ_Press,Tkl,Tkl+Int,TklW,TotDist_Carried,TotPrgDist_Carried,TotPrgDist_Pass,xA,xG
Alex McCarthy,ENG,29,Southampton,eng Premier League,False,0,0,2,815,354,0,0,441,0,0,0,0,1513,0,0,0,0,0,617,4000000,2520,0,0,2,0,2,0,2,1,353,1610,4,0,0,1,0,0,0,1923,1058,12921,0,0
Lumor Agbenyenu,GHA,22,Mallorca,es La Liga,False,71,0,45,969,665,37,62,709,0,0,0,2,20,0,3,0,1,11,964,1200000,1805,0.3,0,30,0,4,0,23,225,599,21,33,0,1,66,35,46,23,4849,2641,6166,1.9,0.3
Frederic Guilbert,FRA,24,Aston Villa,eng Premier League,False,76,2,41,1026,720,65,87,687,0,0,0,0,952,0,2,4,0,30,1146,7000000,2041,0.4,0,28,0,4,4,25,416,639,1030,32,0,1,115,82,112,38,3649,2098,5552,1.5,0.4
Tristan Dingome,CMR,28,Reims,fr Ligue 1,False,39,1,9,370,419,11,2,269,0,0,0,0,637,0,1,2,0,4,438,1600000,892,0.4,0,5,0,1,2,23,212,339,694,26,0,1,57,11,15,7,991,342,1060,1,0.4
Neven Subotic,SRB,30,Union Berlin,de Bundesliga,False,66,0,5,737,511,35,141,539,0,1,0,0,2264,0,0,0,1,25,981,2000000,1965,0.8,0,3,0,0,0,11,250,488,2417,13,0,1,93,39,64,22,2931,1587,5025,0.3,0.8
Kai Proger,GER,27,Paderborn 07,de Bundesliga,False,34,6,112,623,741,47,17,333,0,2,1,14,1907,2,8,9,2,14,828,1400000,2079,2.9,0,71,2,28,4,28,527,526,2025,85,0,5,132,44,58,23,5962,3605,2606,3.6,2.9
Indiana Vassilev,USA,18,Aston Villa,eng Premier League,False,0,0,2,11,31,0,0,8,0,0,0,0,2409,0,0,0,0,0,15,250000,51,0,0,2,0,0,0,1,24,10,2581,1,0,0,7,1,1,1,79,20,4,0,0
Sidy Sarr,SEN,23,Nîmes,fr Ligue 1,False,34,2,15,509,471,19,34,370,0,1,0,2,2113,0,1,2,0,7,636,1600000,1165,1.5,0,12,0,0,2,18,217,378,2258,23,0,1,62,39,46,27,1703,915,1902,1.7,1.5
Francois Kamano,GUI,23,Bordeaux,fr Ligue 1,False,15,0,26,310,363,8,6,246,0,0,0,1,1159,1,5,3,1,5,379,8000000,648,1,0,11,0,0,2,10,149,297,1239,16,0,0,44,14,19,8,1905,1262,783,0.4,1
Wylan Cyprien,FRA,24,Nice,fr Ligue 1,False,109,3,19,1343,1199,14,15,1122,0,1,0,0,548,0,1,10,7,16,1365,14500000,1772,2.4,0,12,5,29,4,32,336,1123,599,68,1,5,92,22,38,16,4792,2842,5662,2.7,6.2
Ales Mateju,CZE,23,Brescia,it Serie A,False,79,1,19,1154,805,70,107,944,0,1,0,0,1488,0,1,2,0,23,1296,1500000,2548,0.4,0,18,0,4,2,14,403,760,1586,20,0,0,109,51,74,29,5592,2760,7173,1,0.4
Karim Bellarabi,GER,29,Leverkusen,de Bundesliga,False,60,6,87,707,881,18,3,487,0,0,1,5,222,1,2,8,4,8,884,12000000,1424,5.9,0,53,0,2,6,34,297,713,239,48,0,5,99,19,27,11,5866,3898,2612,4.2,5.9
Giovanni Reyna,USA,16,Dortmund,de Bundesliga,False,13,1,26,222,268,4,1,192,0,0,0,1,1966,0,3,4,0,1,277,13500000,355,0.1,0,20,0,0,4,12,80,228,2096,16,0,0,18,5,6,4,1414,798,628,0.8,0.1
Mariusz Stepinski,POL,24,Hellas Verona,it Serie A,False,1,1,6,171,415,6,8,115,0,0,0,0,2246,0,2,1,3,1,267,3000000,706,2.9,0,4,0,0,1,7,138,198,2399,10,0,1,38,6,7,4,911,323,128,0.1,2.9
Sami Ben Amar,MAR,21,Nîmes,fr Ligue 1,False,2,0,0,8,10,1,1,6,0,0,0,0,227,0,0,0,0,1,13,350000,14,0,0,0,0,0,0,0,5,7,244,0,0,0,3,1,2,0,63,53,75,0,0
Pablo Hervias,ESP,26,Valladolid,es La Liga,False,16,0,51,402,444,13,1,280,0,0,0,3,1015,2,4,2,1,4,491,650000,1017,1,0,32,0,8,0,12,222,345,1095,29,0,2,69,27,31,18,4599,2273,1175,0.8,1
Aritz Elustondo,ESP,25,Real Sociedad,es La Liga,False,50,1,5,935,722,28,122,802,0,0,0,0,708,0,1,3,0,14,1094,8000000,1510,0.7,0,2,0,0,2,8,140,709,769,10,1,1,39,31,45,13,4755,2444,4653,0.2,0.7
Timothe Nkada,FRA,20,Reims,fr Ligue 1,False,2,0,6,25,85,0,0,15,0,0,0,0,1698,1,2,1,0,0,41,300000,148,0.1,0,4,0,0,0,3,40,30,1797,5,0,0,9,1,1,0,253,210,74,0.3,0.1
Moussa Diaby,FRA,20,Leverkusen,de Bundesliga,False,43,5,117,700,1045,15,1,515,0,0,2,12,619,1,3,10,5,8,927,27000000,1771,4.8,0,81,0,2,7,48,238,770,674,67,0,2,70,9,17,4,7399,4408,1795,4.7,4.8
Sergi Roberto,ESP,27,Barcelona,es La Liga,False,120,2,25,2132,1997,33,46,1964,0,0,0,1,1991,0,2,9,1,19,2232,40000000,2339,0.8,0,16,0,0,9,49,237,1865,2123,52,0,0,70,27,46,19,8868,5414,7155,2.4,0.8
Edu Exposito,ESP,22,Eibar,es La Liga,False,65,1,36,933,756,28,36,759,0,2,0,3,733,0,2,3,4,20,1153,3200000,2316,1.1,0,26,0,0,2,31,480,671,798,44,1,6,148,56,76,41,3970,1813,3121,1.3,2.8
Karim Onisiwo,AUT,27,Mainz 05,de Bundesliga,False,22,6,82,359,809,22,16,230,0,2,0,14,1740,1,6,9,4,10,642,3500000,1728,4.2,0,59,0,1,6,32,427,447,1842,58,2,3,102,22,32,12,3723,2277,816,4,4.2
Yuya Osako,JPN,29,Werder Bremen,de Bundesliga,False,64,2,45,651,1038,19,8,493,0,1,1,5,1749,1,4,5,8,1,913,3500000,1848,6.7,0,24,0,1,2,48,371,718,1852,64,1,5,106,31,32,22,3492,1572,1952,2.5,6.7
Rodrigo Riquelme,ESP,19,Atlético Madrid,es La Liga,False,1,0,0,3,6,1,0,1,0,0,0,0,1982,0,0,0,0,0,8,2300000,13,0.1,0,0,0,0,0,0,2,5,2112,0,0,0,0,0,0,0,38,20,20,0,0.1
Ruben Vezo,POR,25,Levante,es La Liga,False,65,0,6,1164,833,51,189,954,0,0,0,0,2429,1,1,4,0,28,1416,4800000,2610,0.9,0,4,0,1,3,14,194,818,2601,18,0,2,64,51,79,26,4733,2176,8069,0.6,0.9
Federico Chiesa,ITA,21,Fiorentina,it Serie A,False,92,6,93,833,1266,27,8,609,1,3,1,12,458,2,14,15,11,5,1164,48000000,2637,9.8,1,64,0,2,8,67,656,872,506,108,2,9,150,49,54,30,7309,4826,3230,5.5,11.3
Dario Benedetto,ARG,33,Marseille,fr Ligue 1,False,30,0,30,503,948,19,20,342,0,0,1,2,235,2,4,6,11,4,684,12000000,2101,9.1,0,22,0,0,1,28,336,529,251,38,2,4,84,16,20,14,2123,629,846,1,9.8
Jordan Ayew,GHA,27,Crystal Palace,eng Premier League,False,49,2,117,838,1682,35,20,686,0,2,3,11,138,1,11,7,9,14,1331,6500000,3148,6.5,0,78,0,0,3,43,1018,956,149,68,0,1,219,54,68,29,7695,3828,1890,1.9,6.5
Bongani Zungu,RSA,26,Amiens,fr Ligue 1,False,51,0,11,538,443,19,26,437,0,0,0,0,2549,0,1,3,1,18,649,1600000,992,0.3,0,8,0,0,3,11,227,410,2728,12,0,0,68,26,44,12,1825,823,2354,0.3,0.3
Espeto,ARG,25,Osasuna,es La Liga,False,30,2,33,323,840,17,7,185,1,2,1,7,132,2,7,7,9,4,554,,1591,7.1,0,19,0,0,3,29,342,395,144,50,0,5,92,19,23,16,2361,1244,833,2.7,7.1
Antonio Cortes,ESP,19,Granada,es La Liga,False,1,0,9,38,86,2,0,19,0,0,0,0,522,0,1,0,1,0,67,,181,0.8,0,4,0,0,0,4,41,48,567,5,0,0,12,3,3,3,344,165,47,0.2,0.8
Sinan Gumus,TUR,25,Genoa,it Serie A,False,0,0,1,32,43,1,0,28,0,0,0,0,959,0,1,0,0,0,41,950000,96,0.2,0,1,0,0,0,0,20,33,1037,2,0,1,2,0,0,0,349,232,31,0,0.2
Remi Oudin,FRA,22,Bordeaux / Reims,fr Ligue 1,False,56,3,33,731,896,44,29,481,0,0,0,4,2570,0,2,4,4,14,946,9000000,1959,4.5,0,25,0,0,4,34,337,673,3721,41,0,1,85,23,37,15,3531,1632,2347,3.5,4.5
Joan Sastre,ESP,22,Mallorca,es La Liga,False,55,2,12,669,498,16,39,458,0,1,0,0,2114,0,1,3,0,17,670,1600000,1360,0.5,1,2,0,1,2,24,182,442,2259,29,0,1,42,25,42,17,3084,1835,4380,1.4,0.5
Marcelo Brozovic,CRO,26,Inter,it Serie A,False,191,6,28,2159,1886,50,52,1905,1,3,0,2,343,0,0,16,3,34,2372,48000000,2701,3.3,0,22,1,7,14,77,639,1798,374,97,0,8,160,72,106,56,9496,4079,9543,2.8,3.3
Davide Zappacosta,ITA,27,Roma,it Serie A,False,8,1,26,246,231,8,8,200,0,0,0,1,2526,0,0,3,0,2,257,12000000,452,0.5,0,10,0,0,2,8,68,194,2706,10,1,1,15,7,9,3,1443,885,776,0.6,0.5
Wes Morgan,JAM,35,Leicester City,eng Premier League,False,8,0,2,238,197,6,30,220,0,0,0,1,1607,0,0,0,0,2,284,1200000,436,0.1,0,2,0,0,0,4,30,194,1707,6,0,1,16,5,7,4,866,326,1033,0,0.1
David Garcia,ESP,25,Osasuna,es La Liga,False,90,0,3,1160,720,46,256,861,1,1,0,0,845,0,0,2,0,17,1485,2400000,2793,1.2,0,2,0,2,1,14,263,697,917,17,0,0,93,39,56,27,3182,1597,7944,0.3,1.2
Kamil Glik,POL,31,Monaco,fr Ligue 1,False,30,0,0,1080,915,41,165,968,0,0,0,0,887,0,0,1,1,18,1323,4800000,2070,1.4,0,0,0,0,1,4,166,896,960,7,0,3,52,30,48,13,3678,2316,5428,0,1.4
Sebastian Langkamp,GER,31,Werder Bremen,de Bundesliga,False,3,0,1,190,148,8,22,167,0,0,0,0,1275,0,0,0,0,1,225,800000,314,0.4,0,1,0,0,0,1,27,146,1360,1,0,0,10,5,6,3,752,365,951,0,0.4
Marcel Sabitzer,AUT,25,RB Leipzig,de Bundesliga,False,173,7,39,1532,1505,34,29,1163,0,1,0,2,2053,1,2,12,9,14,1698,32000000,2499,7.1,0,26,0,6,10,87,485,1293,2194,103,1,5,179,38,52,29,5918,3170,7057,4.6,7.1
Daniel Podence,POR,23,Wolves,eng Premier League,False,8,0,13,105,159,5,3,74,0,0,1,1,1882,1,2,2,1,0,150,12000000,289,1.6,0,10,0,0,0,7,43,117,1998,11,0,1,13,2,2,2,910,570,232,0.4,1.6
Florent Mollet,FRA,27,Montpellier,fr Ligue 1,False,64,3,33,893,1022,19,4,695,2,2,0,1,1587,0,2,9,6,8,951,7000000,1684,2.7,0,15,1,24,5,36,300,770,1685,68,1,3,74,10,18,5,4201,1791,3510,4,2.7
Luca Itter,GER,20,Freiburg,de Bundesliga,False,5,0,2,27,22,0,1,25,0,0,0,0,1083,0,0,0,0,2,25,1800000,35,0,0,2,0,0,0,0,8,17,1167,0,0,0,2,1,3,0,168,115,146,0,0
Martin Kelly,BRA,18,Arsenal,eng Premier League,False,10,0,29,138,311,20,7,86,0,0,0,1,1471,0,1,0,3,2,273,2800000,663,2.3,0,12,0,0,0,5,247,181,1567,7,0,0,69,23,25,13,1839,1245,373,0.3,2.3
Matteo Politano,ITA,25,Napoli / Inter,it Serie A,False,29,2,37,489,579,11,3,363,0,0,0,9,2577,0,4,4,2,3,579,22500000,1002,2.8,0,26,2,7,2,37,150,478,4005,60,0,3,39,13,16,9,4308,2690,1334,2.2,2.8
Nathan Holland,ENG,21,West Ham,eng Premier League,False,0,0,4,14,21,1,0,11,0,0,0,0,1031,0,0,0,0,0,20,0,33,0,0,3,0,0,0,0,13,18,1111,0,0,0,4,1,1,0,136,90,49,0,0
Antonio Sanabria,PAR,23,Genoa,it Serie A,False,16,2,34,379,698,14,13,290,1,3,1,5,2083,1,3,6,6,3,547,6500000,1387,3.7,0,26,0,0,3,25,308,427,2224,38,0,2,80,13,16,10,3030,1216,664,1.9,3.7
Ismael Gutierrez,ESP,18,Betis,es La Liga,False,0,0,0,27,29,3,3,24,0,0,0,0,966,0,0,0,0,1,42,900000,83,0,0,0,0,0,0,0,19,25,1044,0,0,0,6,2,3,1,93,29,31,0,0
Kaj Sierhuis,NED,21,Reims,fr Ligue 1,False,2,0,0,4,6,0,0,4,0,0,0,0,2165,0,0,0,0,0,5,2700000,12,0,0,0,0,0,0,1,2,5,2310,1,0,0,0,0,0,0,10,7,40,0,0
Nianzou Kouassi,FRA,17,Paris S-G,fr Ligue 1,False,24,0,2,336,302,6,5,309,0,0,0,0,1227,0,1,0,2,3,364,,452,0.4,0,2,0,0,0,3,50,295,1309,4,0,0,21,5,8,4,1297,706,1897,0.2,0.4
Mathieu Debuchy,FRA,34,Saint-Étienne,fr Ligue 1,False,75,1,24,1071,755,46,99,808,0,0,0,4,587,0,0,2,1,33,1128,2000000,1769,0.9,0,18,1,5,1,27,250,674,638,36,0,0,79,52,85,26,3680,2025,6109,1.1,0.9
Adama Traore,CIV,17,Atalanta,it Serie A,False,2,0,2,19,25,0,0,12,0,0,0,0,2356,0,0,0,1,0,22,25500000,27,0.1,0,2,0,0,0,1,8,20,2525,1,0,0,5,1,1,1,129,82,40,0.1,0.1
Diogo Dalot,POR,20,Manchester Utd,eng Premier League,False,2,0,0,64,49,1,4,51,0,0,0,0,564,0,0,0,0,0,64,18000000,67,0.2,0,0,0,0,0,0,8,46,616,0,0,0,4,3,3,2,230,124,248,0,0.2
Thomas Partey,GHA,26,Atlético Madrid,es La Liga,False,178,0,56,1704,1371,56,54,1414,0,1,2,6,1791,0,1,9,3,28,1928,40000000,2549,1.5,0,48,0,3,5,37,445,1324,1900,50,2,2,138,65,93,45,6825,3649,8532,1,1.5
Lucas Alario,ARG,26,Leverkusen,de Bundesliga,False,13,1,21,308,655,9,5,227,0,0,0,2,41,0,0,3,7,2,436,13500000,1174,6.3,0,17,0,0,1,21,185,349,44,30,2,7,51,7,9,2,1344,449,375,2.1,7.1
Leandro Paredes,ARG,25,Paris S-G,fr Ligue 1,False,84,0,14,913,834,14,13,856,0,1,0,1,1785,0,1,2,0,10,979,20000000,814,0.5,0,13,0,0,2,17,139,821,1894,21,0,1,37,27,37,17,3495,1934,4826,0.2,0.5
Manuel Locatelli,ITA,21,Sassuolo,it Serie A,False,164,5,72,2178,2034,56,38,1886,0,2,0,3,1345,0,3,8,0,16,2432,15500000,2586,1.7,0,50,0,7,8,76,519,1943,1437,93,0,2,172,86,102,58,9040,5183,8512,4.3,1.7
Arthur,BRA,22,Barcelona,es La Liga,False,54,3,33,1060,1091,10,9,961,0,0,0,1,1532,3,4,8,3,6,1149,56000000,1182,1.3,0,29,0,1,5,22,188,998,1628,28,0,0,53,17,23,13,5807,2494,3246,1.2,1.3
Philipp Bargfrede,GER,30,Werder Bremen,de Bundesliga,False,30,0,7,268,215,7,20,204,0,0,0,0,182,0,0,1,0,10,342,1200000,586,0.2,0,6,0,0,1,5,139,199,194,5,0,0,38,19,29,11,994,463,1232,0.1,0.2
Unai Nunez,ESP,22,Athletic Club,es La Liga,False,38,0,7,682,536,30,125,587,0,0,0,0,1709,0,1,1,0,12,856,16000000,1572,0.4,0,7,0,0,1,4,112,526,1810,5,0,0,38,13,25,10,2854,1518,4488,0.1,0.4
Adama Soumaoro,FRA,27,Genoa / Lille,it Serie A / fr Ligue 1,True,8,0,2,657,525,23,69,623,0,0,0,0,2596,0,0,1,2,6,754,8000000,1052,1.3,0,2,0,0,0,1,80,521,4749,2,1,1,27,9,15,7,2483,997,2983,0,1.3
Lucas Deaux,FRA,30,Nîmes,fr Ligue 1,False,81,1,20,688,549,25,44,539,0,0,0,1,586,0,1,2,2,10,859,1400000,1335,1.3,0,14,0,0,2,23,391,490,637,26,0,1,139,55,65,34,2683,1410,3396,0.8,1.3
Massimiliano Mangraviti,ITA,21,Brescia,it Serie A,False,38,0,0,443,319,22,52,365,0,0,0,0,1437,0,0,0,0,2,479,200000,972,0.2,0,0,0,0,0,4,115,309,1531,5,0,1,25,10,12,5,1830,1070,3765,0.1,0.2
Yannick Gerhardt,GER,25,Wolfsburg,de Bundesliga,False,42,0,11,390,361,16,14,302,0,0,0,0,866,0,1,0,2,7,503,6800000,828,1.7,0,4,0,0,0,12,235,312,940,15,0,2,82,32,39,20,1706,851,1414,0.2,1.7
Kevin Volland,GER,27,Leverkusen,de Bundesliga,False,54,7,44,604,1112,22,11,429,0,2,3,8,2451,0,0,16,10,5,841,28000000,2047,11.5,1,29,0,1,10,55,429,667,2624,76,2,9,130,17,22,11,2790,1452,1634,5.7,11.5
Manuel Cabit,MTQ,26,Metz,fr Ligue 1,False,8,1,2,155,92,5,3,104,0,0,0,0,365,0,1,1,0,6,136,650000,270,0,0,2,0,0,1,5,67,85,404,6,0,0,16,5,11,3,649,311,746,0.8,0
Munir El Haddadi,ESP,23,Sevilla,es La Liga,False,36,2,21,454,667,12,13,348,0,0,0,3,970,1,5,4,5,4,628,9000000,1250,3.1,0,16,0,3,3,26,213,482,1048,40,0,3,71,27,31,19,2366,1166,1274,1.3,3.1
Carlos Clerc,ESP,27,Levante,es La Liga,False,64,2,39,968,700,48,69,709,0,1,0,0,485,0,1,2,0,17,993,2000000,1848,0.2,0,26,0,5,2,16,256,637,531,23,0,0,75,37,54,19,4371,2554,5168,1.9,0.2
Aleksandar Sedlar,SRB,27,Mallorca,es La Liga,False,13,0,4,399,266,24,36,325,0,1,0,0,2141,0,0,0,0,10,458,650000,814,0,0,4,0,0,0,5,87,256,2286,6,0,0,25,16,26,8,1430,735,2839,0,0
Steve Cook,ENG,28,Bournemouth,eng Premier League,False,56,0,4,1222,923,47,222,993,0,0,0,0,505,0,0,0,1,19,1500,9500000,2428,0.7,0,4,0,1,0,5,164,891,551,6,0,0,55,22,41,13,4498,2125,7506,0.3,0.7
Stoppila Sunzu,ZAM,30,Metz,fr Ligue 1,False,10,0,3,520,403,27,91,454,0,0,0,0,2268,0,0,1,0,15,668,1200000,1352,0.5,0,3,0,0,0,2,122,390,2423,3,1,1,33,21,36,12,1536,579,3153,0,0.5
Nikola Vukcevic,MNE,27,Levante,es La Liga,False,36,2,5,655,548,25,20,576,0,2,0,0,2456,0,1,3,0,12,751,2400000,1569,0.2,0,5,0,0,3,10,290,507,2629,13,0,0,66,39,51,24,2606,1174,2365,0.2,0.2
Lorenzo Pellegrini,ITA,23,Roma,it Serie A,False,129,9,58,1226,1314,30,20,930,0,1,0,4,1817,2,11,21,1,15,1350,32000000,2097,4,1,32,2,33,15,84,395,1083,1928,136,1,2,102,32,47,20,8141,4513,5307,8.3,4
Stephan Lichtsteiner,SUI,35,Augsburg,de Bundesliga,False,55,1,10,584,356,29,51,404,0,0,0,0,1326,0,1,2,0,9,559,800000,1343,0,0,6,0,5,2,12,165,304,1414,18,0,0,41,23,32,9,2071,1166,4197,0.6,0
Duje Caleta Car,CRO,22,Marseille,fr Ligue 1,False,62,1,0,1059,874,38,124,941,0,0,0,0,382,0,0,0,1,15,1246,20000000,1886,1.3,0,0,0,0,0,9,144,854,422,10,0,1,45,34,49,19,5073,3114,6700,0.3,1.3
Oier Olazabal,ESP,29,Espanyol,es La Liga,False,0,0,0,62,32,0,0,50,0,0,0,0,1728,0,0,0,0,0,50,1600000,180,0,0,0,0,0,0,0,1,31,1830,0,0,0,0,0,0,0,213,95,760,0,0
Yan Eteki,CMR,21,Granada,es La Liga,False,31,0,20,427,315,24,27,338,0,1,0,0,335,1,2,2,0,14,577,800000,1499,0.5,0,14,0,1,1,10,406,276,367,15,0,1,95,33,47,19,1656,751,1473,0.1,0.5
Ruben Vargas,SUI,20,Augsburg,de Bundesliga,False,74,1,120,657,985,38,31,420,0,3,0,8,2406,2,6,5,6,29,1014,9000000,2530,6.7,0,67,0,2,3,36,554,685,2578,61,0,6,135,35,64,24,6466,4238,2385,3.3,6.7
Faycal Fajr,MAR,30,Getafe,es La Liga,False,18,0,2,192,139,7,8,120,0,0,0,0,741,0,0,0,0,4,187,3200000,403,0.4,0,2,0,6,0,12,75,111,807,18,0,0,24,1,5,1,407,162,914,0.5,0.4
Jean Lucas,BRA,21,Lyon,fr Ligue 1,False,3,0,9,147,149,4,0,128,0,0,0,1,1377,0,0,0,1,4,186,4500000,200,0.3,0,6,0,0,0,5,73,138,1471,6,0,0,21,14,18,9,671,242,376,0.4,0.3
Declan Rice,ENG,20,West Ham,eng Premier League,False,112,3,53,1717,1351,68,62,1476,0,2,0,2,1971,0,0,7,1,50,2052,49500000,3420,1.1,0,43,0,0,5,41,819,1267,2101,47,2,2,237,122,172,89,9211,3921,7543,1.5,1.1
Bruno Gonzalez,ESP,29,Getafe / Levante,es La Liga,False,8,0,0,262,191,8,46,221,0,0,0,0,1857,0,0,1,0,7,326,1200000,636,0,0,0,0,0,1,4,66,187,1971,4,0,0,25,11,18,6,1000,390,1445,0,0
Christopher Trimmel,AUT,32,Union Berlin,de Bundesliga,False,84,8,33,1549,815,56,142,1069,0,0,0,1,2368,0,0,9,0,28,1347,550000,2863,0.2,0,27,8,51,1,25,439,740,2537,78,0,1,136,80,108,44,5058,2718,9526,4.7,0.2
Stefan de Vrij,NED,27,Inter,it Serie A,False,76,3,13,1645,1317,57,152,1525,0,0,0,0,2453,0,0,3,4,32,1918,48000000,2830,1.8,0,13,0,0,3,22,289,1308,2626,23,0,1,92,39,71,25,9020,5169,8277,0.7,1.8
Sargis Adamyan,ARM,26,Hoffenheim,de Bundesliga,False,13,1,24,191,404,5,5,140,0,0,0,1,12,1,2,4,5,3,297,4000000,746,4.1,0,13,0,0,3,16,209,212,13,20,0,1,45,10,13,4,1591,834,429,0.9,4.1
Simon Skrabb,FIN,24,Brescia,it Serie A,False,7,0,5,98,133,8,2,72,0,0,0,1,2197,0,0,1,0,0,135,2000000,257,0.1,0,2,0,0,1,3,72,98,2344,4,0,0,18,7,7,4,516,218,302,0.4,0.1
Nenad Tomovic,SRB,31,SPAL,it Serie A,False,44,1,7,933,723,45,90,788,0,0,0,1,2337,0,0,2,0,24,1043,475000,1755,0.7,0,5,0,2,2,16,204,704,2502,19,0,0,49,21,45,11,4690,2543,5899,0.3,0.7
Cristian Romero,ARG,21,Genoa,it Serie A,False,60,1,18,1535,1218,73,143,1350,0,1,0,2,2019,1,3,4,1,56,1773,13500000,2577,1.5,0,14,0,0,2,16,474,1187,2153,23,1,1,155,61,117,37,7334,4177,9009,0.5,2.3
Riccardo Gagliolo,SWE,29,Parma,it Serie A,False,131,2,23,1357,998,75,107,1020,1,1,0,0,836,0,2,7,3,27,1465,2400000,2604,2.6,0,16,2,6,4,37,340,947,906,47,0,1,95,60,87,39,4858,3083,9711,2.3,2.6
Riccardo Saponara,ITA,27,Genoa / Lecce,it Serie A,False,67,4,36,602,681,7,4,454,0,0,0,1,2592,1,2,6,2,5,706,2400000,1115,2.3,0,26,1,6,4,52,143,582,4499,65,0,4,29,14,19,10,4162,2663,2424,2.8,2.3
Gabriel Paulista,BRA,28,Valencia,es La Liga,False,61,1,7,1708,1344,49,218,1520,0,0,0,0,1798,0,0,1,1,24,1961,17500000,2801,0.7,0,6,0,0,1,6,117,1327,1907,6,0,0,41,16,40,9,7960,4184,10621,0,0.7
Theo Pellenard,FRA,25,Angers,fr Ligue 1,False,27,0,6,281,195,12,8,210,0,0,0,0,1819,0,0,0,0,5,278,1200000,455,0,0,4,0,2,0,9,83,185,1930,11,0,0,25,7,12,3,1162,703,1573,0.3,0
Alexander Hack,GER,25,Mainz 05,de Bundesliga,False,39,0,6,412,310,35,85,320,0,0,0,0,969,0,0,0,0,18,578,1000000,805,0.7,0,4,0,0,0,10,121,302,1047,10,0,0,42,28,46,16,1795,1257,3066,0.2,0.7
Espeto,BRA,22,SPAL,it Serie A,False,55,2,86,870,966,44,22,680,2,4,0,11,722,0,5,6,1,12,1148,,2110,2.3,0,55,0,1,2,42,562,810,787,69,2,6,141,67,79,39,5519,3246,3508,1.3,2.3
Hassane Kamara,GAM,24,Reims,fr Ligue 1,False,77,0,51,1110,946,40,64,896,0,0,0,0,1161,0,0,1,2,30,1269,4800000,1709,1.5,0,35,0,0,1,25,313,847,1241,25,0,0,97,66,96,31,6707,3946,4880,0.5,1.5
Marcus Ingvartsen,DEN,23,Union Berlin,de Bundesliga,False,26,2,36,502,698,26,18,342,0,0,0,2,1075,0,2,5,5,10,725,1600000,1716,3.2,1,23,0,0,4,22,485,447,1159,29,0,2,130,20,30,11,2858,1499,1063,1.1,4
Kevin Mohwald,GER,26,Werder Bremen,de Bundesliga,False,2,0,0,41,41,0,1,35,0,0,0,0,1584,0,0,1,0,0,49,2800000,74,0.1,0,0,0,0,0,1,18,40,1682,3,1,2,6,2,2,1,142,66,151,0,0.1
Pipa,ESP,21,Espanyol,es La Liga,False,9,0,9,218,152,13,18,153,0,0,0,0,1871,0,1,0,0,3,235,450000,473,0.4,0,5,0,2,0,7,80,132,1987,10,0,0,26,13,16,6,1187,743,899,0.2,0.4
Ronald Araujo,URU,20,Barcelona,es La Liga,False,3,0,1,208,186,9,11,197,0,0,0,0,108,0,0,0,0,0,229,4500000,238,0.2,0,1,0,0,0,0,26,186,116,0,0,0,8,4,4,2,744,457,793,0,0.2
Wissam Ben Yedder,FRA,28,Monaco,fr Ligue 1,False,81,4,56,812,1258,19,2,613,0,1,3,10,229,2,4,13,18,6,1013,40000000,2164,10.9,0,39,0,0,6,68,456,823,246,89,2,6,124,19,25,15,4978,3018,2573,7.1,13.1
Jefferson Lerma,COL,24,Bournemouth,eng Premier League,False,119,2,33,1377,1026,50,69,1092,0,1,0,2,1321,0,4,2,1,34,1677,20000000,2703,1.2,0,27,0,0,2,28,576,952,1409,35,0,0,173,81,115,49,4741,1996,6527,1.8,1.2
Kwadwo Asamoah,GHA,30,Inter,it Serie A,False,29,1,15,372,304,9,12,296,0,0,0,0,115,0,0,3,0,10,386,6500000,639,0.1,0,13,0,0,3,16,96,279,127,16,0,0,25,9,19,5,1483,1003,1500,0.7,0.1
Robbie Brady,IRL,27,Burnley,eng Premier League,False,19,2,10,167,186,14,8,108,0,0,0,0,323,0,1,3,1,6,238,4800000,454,1.2,0,5,0,2,3,9,126,149,353,13,0,1,28,10,16,5,847,404,673,0.3,1.2
Alexis Claude Maurice,FRA,21,Nice,fr Ligue 1,False,48,1,72,600,804,22,7,504,0,2,1,11,480,0,6,5,1,12,856,8000000,1629,3,0,51,0,3,4,32,350,668,526,56,0,2,87,30,42,18,5387,3547,1703,0.8,3
Lyanco,BRA,22,Torino,it Serie A,False,37,0,16,649,508,39,65,552,0,0,0,1,1395,0,0,0,0,15,785,6500000,1176,0.1,0,11,0,0,0,6,132,503,1488,7,0,0,42,26,41,15,3200,1621,4377,0.3,0.1
Hernani,BRA,25,Parma,it Serie A,False,95,4,57,1043,882,81,54,782,1,2,0,3,1008,0,2,12,0,28,1279,3200000,2419,1.2,0,42,3,18,7,37,799,800,1088,64,1,2,190,75,103,47,5212,2775,4969,1.8,1.2
